sa1_code,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_and_over
7021236,12.0,6.0,12.0,15.0,9.0,6.0,3.0,6.0,15.0,12.0,12.0,12.0,12.0,12.0,6.0,0.0,3.0,0.0,0.0
7021240,6.0,6.0,3.0,9.0,6.0,6.0,12.0,9.0,9.0,3.0,12.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,0.0
7021242,9.0,12.0,15.0,6.0,9.0,6.0,9.0,12.0,6.0,12.0,12.0,12.0,12.0,3.0,3.0,6.0,3.0,0.0,3.0
7021235,3.0,6.0,6.0,18.0,3.0,6.0,3.0,3.0,3.0,9.0,18.0,15.0,9.0,3.0,9.0,3.0,0.0,0.0,0.0
7021243,3.0,9.0,9.0,12.0,18.0,6.0,9.0,6.0,9.0,9.0,12.0,21.0,12.0,9.0,9.0,12.0,12.0,3.0,0.0
7021248,3.0,9.0,9.0,6.0,27.0,9.0,9.0,9.0,9.0,9.0,12.0,18.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0
7021247,3.0,12.0,9.0,9.0,6.0,9.0,6.0,9.0,9.0,12.0,6.0,6.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0
7021206,6.0,6.0,12.0,15.0,9.0,3.0,0.0,6.0,12.0,15.0,12.0,18.0,6.0,3.0,9.0,3.0,0.0,0.0,0.0
7021246,0.0,9.0,12.0,9.0,9.0,9.0,12.0,6.0,6.0,12.0,12.0,9.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0
7021203,3.0,0.0,3.0,42.0,24.0,0.0,9.0,3.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
7021205,3.0,6.0,12.0,12.0,12.0,6.0,3.0,9.0,12.0,18.0,15.0,12.0,15.0,6.0,9.0,6.0,0.0,0.0,0.0
7021208,9.0,21.0,18.0,12.0,21.0,6.0,15.0,12.0,18.0,12.0,18.0,15.0,9.0,9.0,6.0,6.0,3.0,3.0,0.0
7021195,9.0,9.0,6.0,6.0,15.0,9.0,6.0,12.0,3.0,9.0,12.0,3.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
7021200,6.0,9.0,12.0,6.0,9.0,12.0,12.0,6.0,12.0,12.0,12.0,3.0,9.0,3.0,6.0,3.0,3.0,0.0,0.0
7021536,6.0,15.0,6.0,6.0,30.0,24.0,21.0,18.0,9.0,12.0,9.0,12.0,18.0,12.0,9.0,6.0,0.0,0.0,0.0
7034927,0.0,3.0,3.0,9.0,45.0,36.0,18.0,9.0,6.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
7021545,3.0,3.0,12.0,12.0,18.0,18.0,12.0,0.0,6.0,12.0,6.0,9.0,9.0,15.0,3.0,6.0,9.0,3.0,3.0
7034869,6.0,9.0,15.0,3.0,12.0,39.0,24.0,12.0,24.0,12.0,12.0,6.0,9.0,6.0,3.0,6.0,0.0,0.0,0.0
7034870,3.0,3.0,6.0,3.0,12.0,33.0,9.0,12.0,15.0,18.0,15.0,6.0,12.0,3.0,3.0,3.0,3.0,0.0,0.0
7021552,0.0,3.0,9.0,9.0,15.0,24.0,18.0,12.0,12.0,9.0,9.0,12.0,6.0,3.0,3.0,6.0,3.0,3.0,0.0
7021544,6.0,0.0,6.0,9.0,12.0,24.0,15.0,9.0,9.0,12.0,6.0,6.0,6.0,9.0,6.0,3.0,3.0,3.0,0.0
7034858,0.0,3.0,3.0,3.0,24.0,15.0,15.0,12.0,12.0,12.0,6.0,12.0,9.0,3.0,3.0,0.0,3.0,3.0,3.0
7021367,3.0,6.0,0.0,3.0,15.0,33.0,15.0,12.0,18.0,3.0,9.0,6.0,6.0,6.0,9.0,9.0,3.0,0.0,0.0
7034872,0.0,0.0,0.0,12.0,48.0,24.0,15.0,12.0,6.0,6.0,6.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0
7034874,3.0,0.0,3.0,12.0,18.0,24.0,12.0,12.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
7034819,0.0,0.0,0.0,12.0,24.0,18.0,0.0,6.0,3.0,0.0,3.0,3.0,6.0,6.0,6.0,3.0,0.0,0.0,3.0
7021379,0.0,0.0,0.0,99.0,105.0,24.0,15.0,9.0,0.0,3.0,9.0,6.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0
7034879,6.0,0.0,6.0,3.0,9.0,3.0,6.0,12.0,12.0,6.0,12.0,12.0,15.0,18.0,12.0,9.0,6.0,0.0,0.0
7021381,6.0,0.0,0.0,3.0,30.0,33.0,33.0,27.0,9.0,3.0,12.0,9.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0
7034883,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,9.0,12.0,18.0,3.0,9.0,3.0,0.0
7034882,0.0,3.0,0.0,120.0,18.0,18.0,15.0,12.0,9.0,6.0,15.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0
7021403,0.0,3.0,3.0,42.0,30.0,21.0,12.0,0.0,3.0,3.0,0.0,6.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0
7021408,0.0,0.0,9.0,12.0,51.0,21.0,15.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
7021574,3.0,0.0,0.0,15.0,39.0,24.0,21.0,9.0,6.0,9.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7034842,0.0,0.0,6.0,27.0,81.0,42.0,15.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7034843,3.0,0.0,0.0,18.0,30.0,30.0,9.0,6.0,6.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
7021583,3.0,3.0,0.0,9.0,21.0,42.0,18.0,15.0,12.0,6.0,12.0,9.0,6.0,6.0,3.0,0.0,0.0,0.0,3.0
7021584,3.0,3.0,0.0,6.0,12.0,33.0,21.0,18.0,3.0,6.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
7021627,0.0,3.0,0.0,3.0,51.0,63.0,33.0,18.0,9.0,9.0,15.0,9.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0
7021596,0.0,0.0,0.0,0.0,12.0,24.0,15.0,9.0,9.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7021634,0.0,3.0,0.0,21.0,18.0,12.0,12.0,6.0,3.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7021845,,,,,,,,,,,,,,,,,,,
7034928,0.0,6.0,0.0,0.0,0.0,12.0,6.0,3.0,6.0,9.0,0.0,6.0,6.0,12.0,9.0,9.0,15.0,9.0,3.0
7021741,3.0,6.0,3.0,12.0,39.0,21.0,18.0,9.0,9.0,6.0,9.0,9.0,15.0,6.0,6.0,6.0,3.0,3.0,3.0
7021738,3.0,0.0,3.0,6.0,39.0,33.0,9.0,9.0,9.0,6.0,12.0,6.0,9.0,6.0,12.0,9.0,12.0,0.0,0.0
7034933,3.0,3.0,6.0,12.0,24.0,18.0,12.0,9.0,12.0,9.0,9.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
7021746,0.0,0.0,3.0,6.0,18.0,18.0,15.0,15.0,6.0,9.0,12.0,15.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0
7034932,3.0,0.0,0.0,3.0,21.0,9.0,15.0,0.0,6.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
7034900,0.0,0.0,0.0,0.0,12.0,6.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,6.0,6.0,0.0,0.0
7021609,3.0,3.0,3.0,9.0,42.0,39.0,30.0,18.0,12.0,3.0,9.0,9.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0
7034935,3.0,3.0,6.0,12.0,36.0,33.0,24.0,15.0,9.0,9.0,3.0,9.0,6.0,9.0,0.0,3.0,0.0,0.0,3.0
7021755,3.0,0.0,3.0,12.0,24.0,27.0,18.0,21.0,9.0,9.0,6.0,12.0,12.0,3.0,6.0,3.0,0.0,3.0,0.0
7021757,0.0,3.0,6.0,6.0,21.0,24.0,12.0,3.0,9.0,12.0,9.0,6.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0
7021759,0.0,3.0,9.0,6.0,15.0,6.0,15.0,3.0,3.0,12.0,6.0,6.0,9.0,6.0,3.0,3.0,0.0,3.0,0.0
7034934,3.0,0.0,0.0,9.0,36.0,51.0,21.0,6.0,6.0,3.0,9.0,9.0,12.0,3.0,6.0,3.0,0.0,3.0,0.0
7021617,3.0,3.0,3.0,6.0,21.0,24.0,24.0,15.0,9.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7021619,0.0,6.0,3.0,9.0,21.0,24.0,12.0,9.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
7021761,3.0,6.0,6.0,21.0,12.0,36.0,21.0,6.0,9.0,12.0,9.0,9.0,15.0,6.0,6.0,6.0,3.0,0.0,3.0
7021615,6.0,6.0,0.0,12.0,48.0,24.0,21.0,9.0,3.0,9.0,6.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0
7021454,6.0,0.0,3.0,12.0,51.0,18.0,18.0,9.0,9.0,6.0,6.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,0.0
7021453,3.0,0.0,3.0,18.0,36.0,21.0,15.0,6.0,3.0,9.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
7034912,,,,,,,,,,,,,,,,,,,
7021637,3.0,0.0,3.0,9.0,36.0,36.0,18.0,9.0,9.0,6.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0
7021651,6.0,3.0,3.0,18.0,45.0,12.0,18.0,9.0,9.0,6.0,6.0,9.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0
7021638,3.0,6.0,9.0,36.0,48.0,27.0,18.0,15.0,12.0,12.0,9.0,3.0,6.0,9.0,0.0,3.0,3.0,0.0,0.0
7021657,6.0,0.0,0.0,6.0,9.0,30.0,27.0,12.0,6.0,6.0,9.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7021778,9.0,6.0,6.0,6.0,18.0,24.0,12.0,15.0,12.0,9.0,12.0,12.0,6.0,12.0,9.0,6.0,0.0,0.0,0.0
7021271,3.0,9.0,9.0,12.0,27.0,18.0,9.0,9.0,15.0,12.0,12.0,15.0,15.0,9.0,3.0,0.0,0.0,0.0,0.0
7034796,6.0,12.0,12.0,9.0,6.0,6.0,6.0,18.0,9.0,6.0,18.0,27.0,21.0,12.0,6.0,6.0,0.0,0.0,0.0
7021276,3.0,3.0,12.0,18.0,21.0,9.0,6.0,9.0,6.0,21.0,6.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,0.0
7021279,3.0,6.0,0.0,6.0,42.0,36.0,18.0,3.0,6.0,6.0,9.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
7021277,3.0,3.0,3.0,6.0,27.0,27.0,9.0,3.0,9.0,6.0,3.0,3.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0
7021269,3.0,12.0,9.0,6.0,6.0,3.0,6.0,12.0,9.0,12.0,9.0,3.0,3.0,9.0,3.0,3.0,0.0,3.0,0.0
7021372,3.0,3.0,9.0,6.0,3.0,6.0,6.0,3.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0
7034820,,,,,,,,,,,,,,,,,,,
7021377,3.0,0.0,6.0,9.0,27.0,9.0,15.0,6.0,3.0,6.0,15.0,3.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0
7021386,3.0,6.0,12.0,9.0,12.0,6.0,6.0,6.0,0.0,12.0,18.0,6.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0
7021389,0.0,6.0,18.0,24.0,48.0,24.0,6.0,9.0,9.0,12.0,12.0,15.0,3.0,12.0,6.0,6.0,3.0,3.0,3.0
7034825,3.0,0.0,6.0,3.0,18.0,15.0,6.0,3.0,3.0,3.0,0.0,3.0,6.0,3.0,6.0,0.0,3.0,0.0,0.0
7021399,3.0,0.0,0.0,24.0,33.0,12.0,18.0,9.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
7021398,0.0,0.0,3.0,21.0,54.0,21.0,12.0,3.0,3.0,3.0,3.0,12.0,6.0,6.0,9.0,6.0,0.0,0.0,0.0
7021296,3.0,6.0,6.0,27.0,39.0,21.0,12.0,12.0,15.0,6.0,3.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0
7034831,3.0,0.0,0.0,45.0,87.0,12.0,12.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7021414,3.0,3.0,0.0,9.0,54.0,24.0,12.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7034832,0.0,6.0,0.0,30.0,57.0,18.0,6.0,6.0,6.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0
7021418,3.0,3.0,6.0,6.0,45.0,27.0,21.0,9.0,3.0,9.0,9.0,12.0,3.0,9.0,9.0,3.0,3.0,0.0,0.0
7021416,3.0,0.0,0.0,12.0,54.0,18.0,24.0,9.0,3.0,0.0,9.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
7034833,6.0,6.0,9.0,12.0,42.0,30.0,9.0,18.0,12.0,9.0,6.0,9.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
7021422,3.0,3.0,3.0,12.0,30.0,42.0,27.0,18.0,12.0,12.0,18.0,9.0,18.0,12.0,12.0,12.0,3.0,3.0,0.0
7021466,9.0,6.0,12.0,12.0,9.0,15.0,6.0,12.0,15.0,3.0,15.0,12.0,6.0,12.0,9.0,3.0,0.0,3.0,3.0
7034852,15.0,24.0,15.0,15.0,21.0,12.0,6.0,21.0,18.0,18.0,15.0,27.0,12.0,15.0,6.0,12.0,0.0,3.0,0.0
7034849,3.0,0.0,0.0,9.0,27.0,18.0,12.0,9.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7021303,3.0,9.0,9.0,6.0,9.0,12.0,15.0,6.0,12.0,12.0,18.0,9.0,15.0,6.0,6.0,0.0,3.0,0.0,0.0
7021310,6.0,6.0,9.0,12.0,24.0,6.0,3.0,6.0,9.0,6.0,12.0,18.0,15.0,6.0,3.0,0.0,3.0,3.0,3.0
7021302,3.0,6.0,9.0,15.0,9.0,15.0,6.0,6.0,9.0,18.0,12.0,9.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0
7021304,3.0,6.0,6.0,6.0,15.0,18.0,6.0,6.0,3.0,3.0,9.0,6.0,12.0,6.0,3.0,6.0,3.0,3.0,0.0
7021307,3.0,3.0,6.0,9.0,6.0,9.0,15.0,9.0,6.0,9.0,0.0,6.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0
7021315,0.0,3.0,3.0,6.0,12.0,9.0,6.0,6.0,3.0,6.0,9.0,9.0,9.0,9.0,3.0,3.0,0.0,0.0,3.0
7021316,6.0,15.0,12.0,12.0,30.0,18.0,15.0,15.0,18.0,18.0,12.0,6.0,9.0,12.0,6.0,6.0,0.0,0.0,0.0
7021485,3.0,3.0,3.0,6.0,9.0,9.0,9.0,12.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0
7021468,9.0,3.0,3.0,9.0,21.0,21.0,24.0,21.0,6.0,9.0,9.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0
7021469,6.0,3.0,9.0,6.0,9.0,6.0,9.0,15.0,3.0,6.0,6.0,9.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0
7021475,3.0,3.0,6.0,12.0,15.0,9.0,9.0,6.0,9.0,6.0,12.0,9.0,12.0,9.0,0.0,3.0,0.0,3.0,0.0
7021476,6.0,6.0,3.0,3.0,18.0,24.0,6.0,9.0,9.0,9.0,9.0,6.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0
7034918,3.0,9.0,3.0,15.0,45.0,27.0,21.0,18.0,12.0,3.0,6.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0
7034919,6.0,3.0,6.0,12.0,42.0,30.0,36.0,15.0,15.0,9.0,12.0,15.0,9.0,3.0,3.0,6.0,0.0,0.0,0.0
7021682,6.0,3.0,6.0,9.0,33.0,24.0,18.0,9.0,12.0,6.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7021683,6.0,3.0,3.0,6.0,63.0,36.0,18.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0
7021993,6.0,15.0,6.0,9.0,18.0,33.0,27.0,15.0,6.0,24.0,15.0,15.0,9.0,6.0,3.0,0.0,3.0,0.0,0.0
7021664,3.0,9.0,0.0,12.0,42.0,12.0,9.0,9.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
7021668,3.0,3.0,3.0,12.0,18.0,9.0,18.0,12.0,3.0,6.0,3.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
7021779,6.0,3.0,6.0,9.0,18.0,18.0,15.0,9.0,6.0,9.0,12.0,9.0,0.0,12.0,12.0,12.0,9.0,12.0,9.0
7021967,6.0,6.0,0.0,15.0,30.0,42.0,33.0,18.0,12.0,6.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7021976,9.0,0.0,0.0,3.0,21.0,24.0,15.0,9.0,9.0,6.0,6.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0
7021968,9.0,3.0,6.0,9.0,45.0,30.0,12.0,12.0,6.0,9.0,9.0,3.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0
7022045,6.0,3.0,6.0,3.0,15.0,15.0,15.0,15.0,3.0,3.0,9.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7021977,15.0,15.0,18.0,9.0,15.0,36.0,21.0,21.0,15.0,12.0,9.0,15.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0
7021978,6.0,6.0,6.0,3.0,3.0,9.0,0.0,9.0,3.0,3.0,6.0,9.0,3.0,6.0,0.0,6.0,0.0,0.0,3.0
7034953,6.0,3.0,3.0,6.0,3.0,9.0,9.0,9.0,9.0,12.0,6.0,9.0,9.0,0.0,9.0,6.0,0.0,3.0,0.0
7034952,6.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,6.0,6.0,3.0,6.0,12.0,9.0,3.0,3.0,0.0,0.0,0.0
7021985,3.0,3.0,0.0,0.0,6.0,9.0,9.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021987,6.0,15.0,6.0,3.0,15.0,15.0,15.0,15.0,15.0,6.0,9.0,12.0,6.0,6.0,3.0,0.0,0.0,3.0,0.0
7021992,15.0,18.0,9.0,9.0,9.0,18.0,18.0,18.0,9.0,15.0,12.0,9.0,9.0,9.0,6.0,3.0,3.0,3.0,0.0
7021933,9.0,15.0,18.0,9.0,15.0,21.0,18.0,18.0,12.0,12.0,9.0,12.0,15.0,9.0,6.0,6.0,0.0,3.0,0.0
7021934,9.0,12.0,6.0,6.0,12.0,30.0,36.0,18.0,12.0,12.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0
7022050,9.0,9.0,0.0,18.0,9.0,6.0,12.0,6.0,9.0,12.0,6.0,9.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0
7022061,3.0,12.0,6.0,3.0,9.0,24.0,6.0,6.0,9.0,12.0,6.0,12.0,15.0,9.0,6.0,0.0,3.0,3.0,0.0
7022091,9.0,12.0,12.0,15.0,12.0,12.0,15.0,18.0,15.0,9.0,12.0,9.0,6.0,6.0,3.0,9.0,0.0,3.0,3.0
7022092,3.0,3.0,3.0,0.0,12.0,15.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,0.0,0.0
7022097,12.0,9.0,6.0,21.0,6.0,9.0,15.0,15.0,15.0,18.0,12.0,12.0,9.0,6.0,9.0,3.0,3.0,0.0,0.0
7022098,3.0,6.0,3.0,6.0,9.0,9.0,12.0,12.0,3.0,3.0,12.0,3.0,6.0,3.0,6.0,0.0,3.0,0.0,0.0
7022087,6.0,6.0,6.0,3.0,9.0,3.0,21.0,12.0,12.0,9.0,6.0,6.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0
7022048,6.0,6.0,9.0,6.0,12.0,18.0,6.0,9.0,12.0,15.0,9.0,12.0,9.0,6.0,6.0,6.0,0.0,3.0,0.0
7022083,6.0,6.0,9.0,18.0,24.0,42.0,15.0,15.0,18.0,12.0,12.0,12.0,9.0,6.0,0.0,9.0,9.0,3.0,6.0
7022032,3.0,6.0,3.0,6.0,30.0,27.0,9.0,12.0,6.0,9.0,12.0,3.0,9.0,6.0,3.0,6.0,3.0,0.0,0.0
7022038,6.0,3.0,0.0,6.0,6.0,6.0,9.0,9.0,3.0,6.0,6.0,3.0,6.0,6.0,0.0,3.0,3.0,3.0,0.0
7022037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,21.0,48.0,63.0,57.0
7022039,6.0,6.0,9.0,0.0,18.0,21.0,15.0,9.0,18.0,9.0,6.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0
7022029,3.0,3.0,3.0,3.0,24.0,15.0,12.0,12.0,12.0,15.0,18.0,21.0,18.0,18.0,6.0,9.0,0.0,3.0,0.0
7022036,6.0,3.0,6.0,6.0,21.0,24.0,36.0,12.0,15.0,9.0,12.0,12.0,9.0,3.0,6.0,6.0,0.0,0.0,0.0
7021777,6.0,6.0,6.0,9.0,18.0,12.0,18.0,18.0,3.0,3.0,15.0,3.0,3.0,6.0,3.0,0.0,3.0,0.0,0.0
7021784,3.0,6.0,9.0,9.0,21.0,27.0,9.0,6.0,12.0,12.0,6.0,9.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0
7021839,3.0,9.0,9.0,12.0,24.0,24.0,12.0,6.0,9.0,12.0,9.0,15.0,12.0,12.0,6.0,3.0,6.0,0.0,0.0
7021840,6.0,3.0,12.0,9.0,18.0,24.0,9.0,15.0,6.0,9.0,9.0,12.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0
7021825,6.0,6.0,9.0,6.0,9.0,12.0,15.0,18.0,9.0,12.0,12.0,6.0,6.0,6.0,0.0,6.0,0.0,3.0,3.0
7021828,9.0,9.0,9.0,12.0,15.0,18.0,24.0,9.0,9.0,21.0,21.0,18.0,9.0,6.0,6.0,0.0,3.0,0.0,0.0
7021764,6.0,3.0,6.0,3.0,33.0,18.0,15.0,15.0,6.0,12.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0
7021765,9.0,9.0,9.0,9.0,18.0,6.0,15.0,9.0,9.0,9.0,12.0,12.0,9.0,6.0,0.0,0.0,3.0,0.0,0.0
7021767,3.0,3.0,0.0,15.0,24.0,33.0,9.0,9.0,3.0,0.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
7021821,3.0,6.0,6.0,12.0,15.0,24.0,18.0,15.0,15.0,21.0,18.0,9.0,9.0,6.0,9.0,3.0,0.0,0.0,0.0
7021822,3.0,3.0,3.0,6.0,24.0,36.0,21.0,9.0,9.0,12.0,6.0,12.0,9.0,6.0,3.0,0.0,0.0,0.0,3.0
7021814,3.0,6.0,3.0,12.0,12.0,18.0,30.0,15.0,9.0,12.0,9.0,12.0,12.0,6.0,6.0,9.0,3.0,0.0,0.0
7034942,3.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7021903,3.0,6.0,6.0,12.0,9.0,12.0,0.0,9.0,0.0,12.0,12.0,24.0,12.0,9.0,9.0,0.0,6.0,12.0,15.0
7021945,6.0,9.0,9.0,12.0,12.0,21.0,12.0,6.0,12.0,15.0,18.0,18.0,9.0,6.0,3.0,3.0,6.0,0.0,0.0
7021953,3.0,6.0,12.0,9.0,6.0,9.0,24.0,9.0,9.0,18.0,15.0,18.0,6.0,9.0,9.0,3.0,0.0,0.0,0.0
7022018,6.0,9.0,18.0,3.0,6.0,15.0,12.0,3.0,15.0,15.0,18.0,21.0,12.0,9.0,9.0,3.0,3.0,0.0,0.0
7022025,6.0,9.0,3.0,3.0,9.0,3.0,15.0,9.0,18.0,15.0,18.0,18.0,6.0,6.0,9.0,3.0,3.0,3.0,0.0
7022016,3.0,0.0,9.0,12.0,3.0,6.0,15.0,6.0,9.0,9.0,15.0,12.0,9.0,3.0,0.0,3.0,3.0,3.0,0.0
7021960,9.0,12.0,18.0,15.0,30.0,27.0,12.0,9.0,15.0,15.0,6.0,12.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0
7021962,6.0,6.0,18.0,15.0,12.0,15.0,15.0,12.0,6.0,15.0,18.0,21.0,12.0,9.0,9.0,6.0,3.0,3.0,0.0
7021963,0.0,9.0,12.0,3.0,15.0,15.0,3.0,3.0,9.0,12.0,15.0,3.0,6.0,6.0,6.0,0.0,3.0,6.0,0.0
7022013,3.0,6.0,9.0,12.0,18.0,21.0,18.0,3.0,9.0,6.0,18.0,6.0,6.0,6.0,9.0,3.0,3.0,3.0,0.0
7022011,15.0,9.0,9.0,12.0,6.0,9.0,15.0,12.0,15.0,9.0,18.0,21.0,9.0,12.0,3.0,3.0,0.0,3.0,0.0
7022012,6.0,6.0,15.0,6.0,9.0,12.0,12.0,6.0,9.0,6.0,12.0,6.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0
7034960,3.0,3.0,6.0,3.0,0.0,3.0,3.0,0.0,6.0,3.0,0.0,6.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0
7022023,15.0,9.0,6.0,6.0,9.0,6.0,12.0,15.0,12.0,12.0,6.0,9.0,6.0,9.0,3.0,6.0,3.0,0.0,0.0
7034961,6.0,6.0,6.0,6.0,3.0,9.0,12.0,9.0,6.0,9.0,15.0,9.0,12.0,0.0,6.0,0.0,3.0,0.0,3.0
7022020,9.0,9.0,9.0,9.0,6.0,18.0,27.0,12.0,12.0,12.0,6.0,12.0,12.0,9.0,6.0,9.0,12.0,3.0,0.0
7022021,3.0,9.0,18.0,15.0,0.0,3.0,9.0,9.0,6.0,21.0,18.0,9.0,9.0,3.0,6.0,3.0,0.0,0.0,3.0
7022077,3.0,9.0,9.0,6.0,6.0,24.0,24.0,15.0,12.0,9.0,12.0,6.0,9.0,6.0,3.0,6.0,0.0,3.0,0.0
7022078,12.0,15.0,15.0,12.0,0.0,15.0,9.0,15.0,12.0,15.0,12.0,18.0,12.0,9.0,9.0,6.0,3.0,3.0,0.0
7022054,0.0,3.0,6.0,0.0,3.0,9.0,12.0,6.0,3.0,12.0,3.0,6.0,6.0,12.0,6.0,0.0,3.0,0.0,3.0
7034809,9.0,6.0,3.0,3.0,33.0,27.0,30.0,15.0,9.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021916,9.0,9.0,9.0,15.0,21.0,12.0,9.0,12.0,18.0,15.0,15.0,21.0,12.0,12.0,3.0,3.0,3.0,0.0,0.0
