sa1_code,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_89,age_90_and_over
7021924,6.0,12.0,6.0,15.0,21.0,21.0,15.0,15.0,18.0,21.0,9.0,3.0,15.0,3.0,0.0,3.0,3.0,3.0,0.0
7034945,6.0,6.0,9.0,3.0,12.0,6.0,9.0,9.0,6.0,9.0,12.0,9.0,9.0,6.0,12.0,6.0,3.0,0.0,0.0
7021919,9.0,12.0,6.0,3.0,6.0,12.0,6.0,12.0,9.0,6.0,6.0,9.0,9.0,6.0,3.0,3.0,0.0,3.0,0.0
7021922,6.0,9.0,9.0,9.0,12.0,9.0,6.0,9.0,12.0,9.0,9.0,6.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0
7021481,6.0,12.0,3.0,9.0,12.0,15.0,30.0,12.0,15.0,15.0,6.0,9.0,3.0,12.0,3.0,3.0,0.0,0.0,0.0
7021484,15.0,12.0,18.0,9.0,18.0,9.0,9.0,15.0,12.0,15.0,12.0,9.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0
7021477,9.0,6.0,12.0,6.0,18.0,18.0,18.0,15.0,9.0,12.0,15.0,9.0,15.0,6.0,6.0,0.0,3.0,0.0,0.0
7021479,3.0,12.0,9.0,6.0,6.0,21.0,6.0,3.0,15.0,12.0,6.0,6.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0
7021911,6.0,9.0,6.0,9.0,30.0,33.0,18.0,18.0,15.0,12.0,12.0,18.0,9.0,9.0,6.0,3.0,3.0,0.0,0.0
7021862,9.0,3.0,3.0,9.0,3.0,6.0,3.0,9.0,6.0,9.0,9.0,9.0,12.0,9.0,9.0,3.0,3.0,3.0,0.0
7022107,3.0,3.0,0.0,3.0,6.0,9.0,6.0,12.0,6.0,6.0,6.0,3.0,3.0,6.0,3.0,6.0,6.0,3.0,3.0
7021849,6.0,3.0,6.0,6.0,6.0,9.0,18.0,6.0,6.0,6.0,6.0,3.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0
7021846,12.0,9.0,12.0,9.0,12.0,18.0,12.0,18.0,9.0,12.0,12.0,18.0,12.0,6.0,12.0,3.0,0.0,0.0,0.0
7021851,6.0,6.0,6.0,3.0,3.0,9.0,15.0,18.0,9.0,9.0,9.0,6.0,6.0,0.0,6.0,0.0,3.0,0.0,0.0
7021850,12.0,15.0,9.0,9.0,18.0,21.0,24.0,15.0,21.0,15.0,12.0,9.0,9.0,6.0,6.0,3.0,3.0,3.0,0.0
7034975,15.0,18.0,9.0,12.0,15.0,18.0,12.0,24.0,18.0,15.0,15.0,9.0,6.0,6.0,6.0,6.0,3.0,0.0,0.0
7021856,6.0,6.0,6.0,9.0,3.0,6.0,3.0,12.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0
7021863,6.0,9.0,12.0,6.0,12.0,6.0,15.0,9.0,15.0,12.0,3.0,6.0,9.0,9.0,9.0,6.0,3.0,0.0,3.0
7021875,12.0,15.0,6.0,6.0,12.0,12.0,18.0,6.0,9.0,9.0,6.0,3.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0
7021884,6.0,12.0,12.0,3.0,3.0,12.0,3.0,9.0,15.0,15.0,9.0,9.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
7021879,6.0,12.0,9.0,9.0,15.0,6.0,3.0,6.0,9.0,18.0,3.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7021886,6.0,21.0,12.0,12.0,12.0,12.0,12.0,9.0,18.0,9.0,15.0,12.0,3.0,6.0,3.0,6.0,3.0,3.0,0.0
7021881,0.0,6.0,6.0,3.0,9.0,9.0,9.0,6.0,15.0,9.0,3.0,9.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0
7021890,12.0,12.0,15.0,3.0,9.0,9.0,18.0,9.0,27.0,18.0,15.0,6.0,12.0,12.0,6.0,9.0,3.0,0.0,0.0
7021891,6.0,12.0,12.0,9.0,12.0,9.0,6.0,9.0,9.0,9.0,12.0,21.0,15.0,6.0,3.0,3.0,0.0,0.0,0.0
7021889,6.0,6.0,6.0,3.0,3.0,6.0,6.0,12.0,9.0,15.0,12.0,12.0,12.0,12.0,6.0,9.0,3.0,0.0,0.0
7021888,6.0,12.0,18.0,3.0,9.0,3.0,6.0,6.0,18.0,18.0,18.0,9.0,6.0,12.0,3.0,3.0,0.0,3.0,0.0
7021858,6.0,12.0,15.0,12.0,12.0,9.0,9.0,9.0,21.0,9.0,12.0,18.0,6.0,3.0,6.0,6.0,3.0,0.0,3.0
7021859,3.0,9.0,9.0,6.0,12.0,12.0,9.0,12.0,12.0,12.0,15.0,6.0,9.0,3.0,6.0,3.0,0.0,0.0,3.0
7021874,9.0,6.0,6.0,9.0,6.0,3.0,3.0,9.0,9.0,12.0,12.0,6.0,12.0,9.0,6.0,3.0,3.0,3.0,3.0
7021892,9.0,21.0,9.0,15.0,12.0,6.0,6.0,12.0,12.0,18.0,18.0,18.0,6.0,9.0,3.0,3.0,0.0,0.0,0.0
7022103,6.0,9.0,9.0,6.0,6.0,9.0,9.0,15.0,15.0,9.0,12.0,6.0,9.0,9.0,3.0,0.0,3.0,3.0,0.0
7022156,12.0,9.0,15.0,9.0,15.0,12.0,12.0,12.0,15.0,12.0,6.0,15.0,6.0,6.0,6.0,3.0,6.0,3.0,0.0
7022106,0.0,12.0,12.0,9.0,9.0,9.0,18.0,9.0,12.0,18.0,15.0,12.0,12.0,3.0,3.0,3.0,3.0,0.0,0.0
7022108,6.0,3.0,9.0,6.0,9.0,3.0,6.0,15.0,3.0,3.0,12.0,9.0,3.0,9.0,6.0,3.0,6.0,3.0,3.0
7022125,6.0,9.0,9.0,3.0,9.0,9.0,6.0,9.0,12.0,12.0,6.0,9.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0
7022085,3.0,0.0,3.0,9.0,9.0,9.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
7022134,3.0,3.0,9.0,3.0,6.0,6.0,6.0,6.0,12.0,3.0,9.0,9.0,9.0,3.0,3.0,3.0,6.0,3.0,3.0
7022127,6.0,9.0,6.0,6.0,6.0,12.0,6.0,6.0,6.0,6.0,12.0,9.0,9.0,6.0,6.0,0.0,3.0,0.0,0.0
7022116,6.0,6.0,6.0,6.0,9.0,12.0,21.0,9.0,15.0,6.0,3.0,6.0,9.0,12.0,3.0,6.0,3.0,0.0,3.0
7022117,6.0,6.0,9.0,15.0,9.0,9.0,9.0,9.0,9.0,6.0,18.0,6.0,6.0,3.0,3.0,3.0,0.0,3.0,0.0
7022122,12.0,9.0,12.0,9.0,12.0,15.0,21.0,9.0,9.0,21.0,12.0,15.0,9.0,12.0,9.0,9.0,6.0,3.0,0.0
7022120,6.0,12.0,9.0,12.0,12.0,6.0,9.0,12.0,9.0,15.0,9.0,3.0,3.0,6.0,3.0,3.0,0.0,6.0,3.0
7022121,3.0,6.0,15.0,9.0,15.0,21.0,15.0,9.0,3.0,12.0,12.0,12.0,9.0,12.0,6.0,3.0,6.0,3.0,0.0
7021860,6.0,12.0,6.0,12.0,15.0,12.0,15.0,12.0,15.0,9.0,12.0,15.0,12.0,9.0,9.0,3.0,0.0,0.0,3.0
7022130,3.0,6.0,6.0,9.0,18.0,24.0,15.0,12.0,12.0,12.0,12.0,12.0,15.0,6.0,3.0,0.0,3.0,0.0,3.0
7021867,0.0,3.0,9.0,6.0,0.0,3.0,3.0,6.0,6.0,6.0,9.0,15.0,15.0,12.0,6.0,6.0,0.0,3.0,0.0
7021868,9.0,12.0,9.0,3.0,3.0,6.0,6.0,9.0,12.0,9.0,12.0,12.0,9.0,6.0,6.0,6.0,0.0,3.0,3.0
7021873,9.0,6.0,15.0,15.0,6.0,9.0,9.0,6.0,12.0,21.0,18.0,21.0,18.0,12.0,15.0,12.0,9.0,3.0,3.0
7022158,6.0,9.0,9.0,9.0,0.0,12.0,0.0,6.0,9.0,15.0,6.0,12.0,18.0,6.0,6.0,6.0,6.0,0.0,0.0
7022160,9.0,12.0,18.0,12.0,3.0,3.0,12.0,9.0,9.0,12.0,18.0,18.0,9.0,6.0,3.0,9.0,3.0,0.0,0.0
7022167,3.0,3.0,9.0,9.0,3.0,0.0,3.0,0.0,3.0,9.0,3.0,9.0,6.0,3.0,6.0,6.0,6.0,0.0,0.0
7021861,3.0,3.0,18.0,24.0,12.0,21.0,15.0,12.0,6.0,18.0,18.0,24.0,15.0,12.0,9.0,9.0,9.0,6.0,0.0
7022170,6.0,12.0,15.0,18.0,6.0,6.0,9.0,9.0,6.0,18.0,18.0,18.0,9.0,9.0,9.0,6.0,6.0,0.0,0.0
7022165,3.0,3.0,6.0,6.0,12.0,6.0,0.0,0.0,9.0,3.0,12.0,9.0,3.0,3.0,6.0,0.0,3.0,3.0,0.0
7022172,3.0,3.0,9.0,12.0,9.0,12.0,3.0,6.0,9.0,15.0,9.0,9.0,18.0,12.0,3.0,6.0,3.0,3.0,0.0
7022175,9.0,12.0,12.0,6.0,6.0,6.0,15.0,18.0,9.0,9.0,15.0,12.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0
7022173,12.0,6.0,15.0,15.0,12.0,18.0,9.0,18.0,12.0,9.0,27.0,15.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0
7022146,9.0,9.0,6.0,3.0,6.0,6.0,9.0,9.0,9.0,3.0,6.0,6.0,9.0,6.0,3.0,3.0,3.0,3.0,0.0
7034981,15.0,18.0,12.0,9.0,6.0,9.0,9.0,9.0,9.0,15.0,9.0,9.0,9.0,0.0,6.0,3.0,0.0,0.0,3.0
7034982,6.0,6.0,15.0,21.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,6.0,12.0,6.0,6.0,0.0,0.0,0.0,3.0
7022144,3.0,3.0,9.0,6.0,12.0,9.0,12.0,6.0,9.0,9.0,6.0,15.0,6.0,9.0,6.0,3.0,3.0,0.0,0.0
7022149,3.0,3.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0
7022152,12.0,9.0,12.0,12.0,12.0,21.0,15.0,15.0,9.0,12.0,21.0,15.0,6.0,9.0,12.0,6.0,3.0,0.0,0.0
7022148,12.0,6.0,15.0,12.0,6.0,6.0,9.0,12.0,9.0,12.0,12.0,15.0,9.0,6.0,6.0,0.0,3.0,3.0,0.0
7021024,21.0,18.0,27.0,12.0,15.0,6.0,15.0,18.0,24.0,9.0,9.0,9.0,12.0,12.0,6.0,3.0,3.0,3.0,0.0
7021026,6.0,0.0,9.0,9.0,6.0,9.0,12.0,3.0,9.0,6.0,6.0,6.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0
7020936,12.0,9.0,9.0,18.0,12.0,3.0,3.0,9.0,6.0,18.0,15.0,12.0,9.0,12.0,6.0,6.0,6.0,0.0,0.0
7021043,9.0,12.0,12.0,15.0,3.0,3.0,12.0,18.0,15.0,12.0,9.0,6.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0
7021040,9.0,12.0,9.0,9.0,15.0,6.0,15.0,9.0,12.0,15.0,9.0,15.0,6.0,9.0,3.0,6.0,6.0,3.0,3.0
7021038,9.0,9.0,12.0,21.0,6.0,6.0,12.0,9.0,9.0,18.0,9.0,15.0,21.0,9.0,6.0,6.0,3.0,0.0,0.0
7021009,9.0,9.0,6.0,9.0,12.0,9.0,15.0,24.0,12.0,9.0,12.0,12.0,12.0,6.0,6.0,3.0,0.0,0.0,3.0
7021013,12.0,12.0,6.0,9.0,6.0,6.0,6.0,9.0,15.0,9.0,9.0,9.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0
7021130,0.0,6.0,3.0,3.0,9.0,6.0,6.0,3.0,6.0,9.0,3.0,9.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0
7021131,6.0,6.0,6.0,6.0,3.0,6.0,9.0,9.0,3.0,3.0,12.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7021112,9.0,12.0,18.0,18.0,21.0,18.0,9.0,9.0,18.0,15.0,12.0,12.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0
7021108,15.0,6.0,9.0,9.0,3.0,12.0,15.0,12.0,12.0,18.0,9.0,12.0,9.0,12.0,3.0,0.0,6.0,6.0,0.0
7021114,6.0,3.0,6.0,9.0,3.0,12.0,12.0,12.0,12.0,12.0,18.0,9.0,9.0,6.0,6.0,3.0,3.0,3.0,3.0
7020999,15.0,18.0,12.0,12.0,9.0,12.0,18.0,27.0,9.0,6.0,12.0,15.0,9.0,12.0,3.0,6.0,3.0,0.0,0.0
7021095,15.0,12.0,9.0,18.0,15.0,12.0,21.0,18.0,12.0,12.0,9.0,15.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0
7021117,18.0,9.0,12.0,18.0,15.0,9.0,18.0,15.0,15.0,12.0,18.0,12.0,12.0,6.0,6.0,3.0,0.0,0.0,0.0
7021118,3.0,12.0,9.0,15.0,6.0,15.0,12.0,9.0,12.0,6.0,12.0,12.0,18.0,12.0,6.0,0.0,3.0,0.0,0.0
7021148,6.0,9.0,15.0,9.0,6.0,6.0,9.0,12.0,12.0,6.0,9.0,15.0,12.0,9.0,3.0,3.0,6.0,3.0,3.0
7021083,9.0,12.0,6.0,12.0,18.0,6.0,12.0,18.0,21.0,15.0,9.0,3.0,3.0,6.0,12.0,0.0,3.0,0.0,0.0
7021082,9.0,9.0,6.0,6.0,6.0,12.0,24.0,12.0,12.0,6.0,9.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0
7034764,6.0,9.0,3.0,0.0,6.0,6.0,9.0,9.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
7020982,12.0,9.0,9.0,9.0,9.0,12.0,18.0,18.0,12.0,15.0,12.0,12.0,12.0,3.0,3.0,6.0,0.0,0.0,0.0
7020986,6.0,6.0,9.0,9.0,6.0,15.0,12.0,12.0,12.0,9.0,9.0,6.0,12.0,0.0,3.0,0.0,3.0,0.0,0.0
7021087,9.0,9.0,6.0,12.0,9.0,6.0,9.0,9.0,12.0,9.0,6.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0
7021089,3.0,6.0,12.0,6.0,6.0,15.0,9.0,6.0,21.0,6.0,9.0,6.0,6.0,9.0,9.0,3.0,0.0,0.0,0.0
7021091,12.0,12.0,6.0,9.0,21.0,18.0,15.0,21.0,18.0,9.0,6.0,9.0,9.0,9.0,3.0,0.0,3.0,0.0,0.0
7021093,3.0,6.0,18.0,15.0,15.0,9.0,6.0,9.0,9.0,15.0,18.0,9.0,3.0,6.0,12.0,6.0,0.0,0.0,0.0
7020964,12.0,9.0,9.0,9.0,12.0,12.0,15.0,18.0,12.0,6.0,12.0,12.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0
7021075,12.0,18.0,12.0,15.0,21.0,6.0,6.0,15.0,15.0,9.0,6.0,9.0,9.0,6.0,6.0,3.0,3.0,0.0,3.0
7021078,12.0,6.0,3.0,6.0,6.0,15.0,18.0,6.0,6.0,3.0,6.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7034780,6.0,6.0,6.0,0.0,0.0,9.0,12.0,15.0,3.0,6.0,6.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0
7021146,,,,,,,,,,,,,,,,,,,
7021079,6.0,6.0,6.0,9.0,9.0,9.0,12.0,9.0,12.0,6.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7020957,9.0,9.0,6.0,3.0,3.0,9.0,18.0,12.0,9.0,6.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
7020884,15.0,12.0,6.0,15.0,9.0,27.0,24.0,24.0,12.0,9.0,12.0,9.0,12.0,6.0,6.0,3.0,0.0,3.0,0.0
7034757,6.0,6.0,6.0,6.0,0.0,9.0,3.0,6.0,9.0,6.0,6.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
7020969,9.0,9.0,6.0,9.0,15.0,9.0,18.0,18.0,15.0,18.0,9.0,9.0,9.0,9.0,12.0,9.0,6.0,3.0,3.0
7020891,6.0,12.0,6.0,6.0,12.0,3.0,12.0,18.0,3.0,9.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,0.0,0.0
7020903,6.0,12.0,18.0,15.0,18.0,12.0,15.0,12.0,21.0,12.0,12.0,15.0,12.0,3.0,6.0,6.0,3.0,3.0,0.0
7020902,6.0,6.0,18.0,21.0,12.0,12.0,18.0,9.0,15.0,12.0,27.0,9.0,6.0,6.0,9.0,6.0,3.0,3.0,0.0
7020909,9.0,9.0,9.0,12.0,18.0,24.0,21.0,21.0,21.0,18.0,3.0,12.0,9.0,12.0,3.0,6.0,6.0,3.0,0.0
7034746,12.0,15.0,9.0,6.0,12.0,21.0,15.0,24.0,6.0,12.0,18.0,6.0,3.0,6.0,3.0,6.0,3.0,3.0,0.0
7020921,15.0,12.0,15.0,12.0,15.0,12.0,12.0,24.0,12.0,18.0,15.0,6.0,9.0,9.0,6.0,6.0,3.0,0.0,0.0
7020926,9.0,6.0,6.0,6.0,6.0,9.0,12.0,18.0,15.0,15.0,9.0,6.0,12.0,9.0,3.0,6.0,0.0,0.0,0.0
7020850,9.0,21.0,21.0,15.0,24.0,12.0,9.0,27.0,18.0,12.0,18.0,15.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
7020905,6.0,6.0,9.0,15.0,6.0,12.0,12.0,12.0,12.0,6.0,12.0,3.0,9.0,6.0,9.0,3.0,3.0,0.0,0.0
7020904,9.0,3.0,6.0,6.0,12.0,9.0,9.0,9.0,6.0,9.0,6.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,3.0
7020847,3.0,15.0,18.0,9.0,9.0,9.0,12.0,15.0,9.0,12.0,21.0,15.0,18.0,15.0,12.0,6.0,3.0,0.0,0.0
7034768,3.0,15.0,9.0,6.0,12.0,15.0,21.0,15.0,9.0,18.0,21.0,18.0,9.0,6.0,3.0,6.0,0.0,0.0,0.0
7021054,21.0,18.0,12.0,9.0,6.0,15.0,27.0,24.0,18.0,12.0,15.0,15.0,15.0,12.0,3.0,3.0,3.0,0.0,0.0
7021053,9.0,18.0,18.0,15.0,9.0,9.0,12.0,21.0,12.0,9.0,15.0,15.0,6.0,12.0,6.0,3.0,0.0,0.0,3.0
7021065,6.0,9.0,12.0,12.0,15.0,15.0,6.0,9.0,15.0,21.0,18.0,9.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0
7021142,3.0,3.0,9.0,9.0,9.0,18.0,9.0,12.0,9.0,9.0,12.0,15.0,12.0,9.0,9.0,6.0,3.0,0.0,0.0
7020942,12.0,15.0,3.0,3.0,9.0,12.0,24.0,18.0,3.0,6.0,6.0,21.0,6.0,6.0,15.0,12.0,6.0,15.0,12.0
7020870,18.0,15.0,9.0,15.0,6.0,12.0,21.0,21.0,30.0,15.0,15.0,12.0,18.0,6.0,9.0,3.0,0.0,0.0,0.0
7020866,3.0,12.0,6.0,9.0,3.0,3.0,0.0,9.0,9.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,3.0,3.0,0.0
7034741,9.0,12.0,12.0,12.0,12.0,12.0,9.0,15.0,15.0,15.0,9.0,0.0,3.0,6.0,6.0,3.0,6.0,0.0,0.0
7020877,9.0,3.0,12.0,9.0,12.0,6.0,15.0,12.0,18.0,18.0,12.0,9.0,9.0,9.0,12.0,6.0,0.0,0.0,3.0
7021701,12.0,9.0,6.0,3.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0
7021702,0.0,6.0,18.0,15.0,9.0,3.0,0.0,6.0,9.0,12.0,12.0,18.0,15.0,6.0,3.0,6.0,6.0,3.0,3.0
7021695,15.0,6.0,9.0,3.0,15.0,24.0,18.0,15.0,15.0,12.0,9.0,12.0,3.0,9.0,6.0,3.0,0.0,0.0,3.0
7021492,6.0,9.0,12.0,18.0,12.0,9.0,9.0,3.0,12.0,15.0,24.0,21.0,15.0,6.0,9.0,6.0,9.0,0.0,0.0
7021799,3.0,6.0,12.0,12.0,6.0,12.0,6.0,0.0,6.0,6.0,12.0,15.0,18.0,6.0,6.0,3.0,3.0,0.0,0.0
7021444,3.0,0.0,0.0,9.0,42.0,21.0,12.0,15.0,9.0,12.0,9.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
7021620,9.0,6.0,6.0,9.0,39.0,54.0,45.0,30.0,6.0,9.0,12.0,9.0,15.0,9.0,6.0,0.0,0.0,3.0,0.0
7034937,3.0,3.0,9.0,9.0,3.0,6.0,3.0,6.0,9.0,0.0,9.0,15.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0
7021801,6.0,15.0,12.0,21.0,21.0,18.0,12.0,15.0,15.0,18.0,18.0,21.0,12.0,12.0,3.0,3.0,3.0,0.0,0.0
7021712,6.0,6.0,9.0,12.0,6.0,6.0,0.0,6.0,6.0,9.0,12.0,15.0,3.0,9.0,9.0,3.0,3.0,0.0,3.0
7034936,3.0,9.0,9.0,3.0,6.0,6.0,6.0,12.0,9.0,12.0,6.0,3.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0
7021709,6.0,9.0,9.0,12.0,12.0,12.0,15.0,12.0,12.0,12.0,18.0,9.0,6.0,9.0,6.0,6.0,3.0,0.0,0.0
7021724,9.0,6.0,12.0,12.0,9.0,6.0,9.0,12.0,9.0,12.0,18.0,9.0,6.0,3.0,6.0,6.0,0.0,0.0,3.0
7021502,3.0,15.0,9.0,6.0,0.0,3.0,6.0,15.0,15.0,3.0,9.0,9.0,12.0,6.0,0.0,6.0,3.0,0.0,0.0
7021504,15.0,9.0,9.0,6.0,6.0,3.0,12.0,12.0,9.0,15.0,9.0,6.0,6.0,3.0,3.0,3.0,0.0,3.0,0.0
7021501,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,3.0,9.0,3.0,3.0,0.0,0.0,3.0,0.0
7021509,3.0,6.0,18.0,21.0,30.0,12.0,6.0,3.0,12.0,18.0,21.0,18.0,12.0,9.0,3.0,6.0,0.0,0.0,0.0
7021514,9.0,15.0,9.0,12.0,9.0,21.0,12.0,9.0,18.0,15.0,21.0,9.0,15.0,3.0,6.0,6.0,6.0,0.0,3.0
7034854,3.0,6.0,6.0,9.0,3.0,6.0,9.0,3.0,9.0,3.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7021531,3.0,6.0,18.0,15.0,9.0,6.0,9.0,6.0,9.0,18.0,18.0,12.0,12.0,6.0,3.0,3.0,3.0,3.0,0.0
7021525,6.0,9.0,15.0,12.0,18.0,12.0,12.0,12.0,9.0,12.0,24.0,12.0,9.0,9.0,6.0,6.0,3.0,0.0,0.0
7021529,6.0,15.0,18.0,18.0,9.0,24.0,12.0,3.0,9.0,15.0,18.0,21.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0
7034815,3.0,3.0,3.0,9.0,3.0,3.0,6.0,3.0,0.0,6.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0
7021346,3.0,3.0,9.0,9.0,33.0,18.0,18.0,6.0,12.0,9.0,12.0,12.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0
7021257,3.0,6.0,9.0,9.0,12.0,9.0,12.0,18.0,3.0,6.0,9.0,12.0,6.0,6.0,6.0,9.0,0.0,0.0,0.0
7021264,9.0,6.0,9.0,12.0,18.0,9.0,15.0,12.0,15.0,15.0,6.0,15.0,3.0,9.0,6.0,3.0,3.0,3.0,0.0
7021266,6.0,3.0,3.0,9.0,27.0,15.0,18.0,9.0,6.0,15.0,6.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0
7021254,3.0,6.0,9.0,6.0,3.0,6.0,18.0,15.0,0.0,15.0,9.0,6.0,15.0,6.0,3.0,6.0,0.0,3.0,0.0
7021347,3.0,6.0,9.0,15.0,15.0,24.0,21.0,9.0,9.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,6.0,0.0,0.0
7021353,6.0,6.0,6.0,6.0,12.0,15.0,9.0,9.0,6.0,6.0,9.0,21.0,9.0,12.0,12.0,6.0,3.0,3.0,3.0
7021341,12.0,15.0,15.0,9.0,9.0,12.0,6.0,9.0,12.0,18.0,18.0,15.0,9.0,6.0,9.0,0.0,3.0,3.0,0.0
7021344,12.0,9.0,12.0,9.0,9.0,18.0,15.0,24.0,12.0,18.0,9.0,9.0,12.0,3.0,6.0,3.0,3.0,3.0,0.0
7021252,9.0,6.0,6.0,12.0,3.0,6.0,15.0,12.0,9.0,9.0,12.0,12.0,12.0,12.0,9.0,3.0,0.0,0.0,0.0
7021262,3.0,12.0,15.0,12.0,12.0,9.0,3.0,9.0,9.0,15.0,12.0,15.0,3.0,3.0,6.0,9.0,3.0,0.0,3.0
7021209,6.0,6.0,9.0,6.0,9.0,6.0,3.0,6.0,6.0,9.0,9.0,9.0,9.0,12.0,6.0,0.0,0.0,3.0,0.0
7021219,3.0,12.0,12.0,6.0,6.0,6.0,9.0,6.0,15.0,15.0,9.0,9.0,6.0,3.0,6.0,9.0,3.0,3.0,0.0
7021217,9.0,9.0,12.0,9.0,15.0,0.0,3.0,9.0,9.0,6.0,9.0,9.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0
7021212,6.0,9.0,9.0,12.0,9.0,6.0,3.0,6.0,9.0,9.0,18.0,15.0,9.0,3.0,3.0,0.0,6.0,3.0,0.0
7021222,15.0,15.0,15.0,9.0,15.0,6.0,12.0,15.0,15.0,9.0,15.0,21.0,9.0,15.0,6.0,6.0,6.0,0.0,0.0
7021192,3.0,6.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0
7021177,9.0,15.0,12.0,6.0,6.0,6.0,12.0,9.0,9.0,18.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7021164,9.0,9.0,3.0,3.0,3.0,6.0,9.0,9.0,18.0,3.0,0.0,3.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0
7021285,3.0,9.0,9.0,15.0,15.0,9.0,9.0,6.0,6.0,6.0,12.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0
7021295,3.0,9.0,9.0,3.0,24.0,15.0,12.0,6.0,6.0,6.0,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7021227,9.0,12.0,0.0,12.0,12.0,3.0,9.0,6.0,6.0,6.0,9.0,12.0,6.0,6.0,0.0,3.0,6.0,0.0,0.0
7021231,3.0,3.0,3.0,9.0,15.0,9.0,3.0,3.0,0.0,9.0,12.0,6.0,6.0,3.0,9.0,6.0,0.0,0.0,3.0
7021284,6.0,9.0,6.0,15.0,3.0,3.0,0.0,9.0,12.0,6.0,12.0,9.0,12.0,9.0,6.0,6.0,9.0,3.0,3.0
7021241,6.0,12.0,12.0,6.0,15.0,6.0,6.0,12.0,18.0,9.0,12.0,6.0,9.0,3.0,6.0,0.0,3.0,0.0,0.0
7021239,3.0,9.0,12.0,6.0,9.0,3.0,3.0,12.0,3.0,12.0,12.0,15.0,9.0,12.0,9.0,3.0,3.0,0.0,0.0
7021244,6.0,0.0,6.0,6.0,9.0,6.0,3.0,6.0,6.0,12.0,12.0,9.0,3.0,6.0,6.0,9.0,3.0,3.0,0.0
7021245,3.0,6.0,9.0,21.0,6.0,6.0,6.0,3.0,6.0,12.0,12.0,15.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0
