"SA12018_V1_00","CURPop","CNPop","UnitRecDataSrce_IndForm","UnitRecDataSrce_HhldList","UnitRecDataSrce_AdminEnum","UnitRecDataSrce_Total","Sex_Male","Sex_Female","Sex_Total","Age5year_0_4_years","Age5year_5_9_years","Age5year_10_14_years","Age5year_15_19_years","Age5year_20_24_years","Age5year_25_29_years","Age5year_30_34_years","Age5year_35_39_years","Age5year_40_44_years","Age5year_45_49_years","Age5year_50_54_years","Age5year_55_59_years","Age5year_60_64_years","Age5year_65_69_years","Age5year_70_74_years","Age5year_75_79_years","Age5year_80_84_years","Age5year_Over85_years","Age5year_Total","Median_Age_single_year","Agelifecyclegroup_Under15","Agelifecyclegroup_15_29","Agelifecyclegroup_30_64","Agelifecyclegroup_Over65","Agelifecyclegroup_Total","0_4_years_Male","0_4_years_Female","5_9_years_Male","5_9_years_Female","10_14_years_Male","10_14_years_Female","15_19_years_Male","15_19_years_Female","20_24_years_Male","20_24_years_Female","25_29_years_Male","25_29_years_Female","30_34_years_Male","30_34_years_Female","35_39_years_Male","35_39_years_Female","40_44_years_Male","40_44_years_Female","45_49_years_Male","45_49_years_Female","50_54_years_Male","50_54_years_Female","55_59_years_Male","55_59_years_Female","60_64_years_Male","60_64_years_Female","65_69_years_Male","65_69_years_Female","70_74_years_Male","70_74_years_Female","75_79_years_Male","75_79_years_Female","80_84_years_Male","80_84_years_Female","Over85_Male","Over85_Female","Total_Male","Total_Female","Male_Female_Total","Median_Age_Male","Median_Age_Female","Median_Age_Total","Years_at_UR_0_years","Years_at_UR_1_4_years","Years_at_UR_5_9_years","Years_at_UR_10_14_years","Years_at_UR_15_29_years","Years_at_UR_Over30_years","Years_at_UR_Total_stated","Years_at_UR_NEI","Years_at_UR_Total","UR_5yr_ago_Same","UR_5yr_ago_ElsewhereNZ","UR_5yr_ago_Not_born","UR_5yr_ago_Overseas","UR_5yr_ago_No_fixed_abode","UR_5yr_ago_Total_stated","UR_5yr_ago_NEI","UR_5yr_ago_Total","UR_1yr_ago_Same","UR_1yr_ago_ElsewhereNZ","UR_1yr_ago_Not_born","UR_1yr_ago_Overseas","UR_1yr_ago_No_fixed_abode","UR_1yr_ago_Total_stated","UR_1yr_ago_NEI","UR_1yr_ago_Total","Birthplace_NZ","Birthplace_Overseas","Birthplace_Total_stated","Birthplace_NEI","Birthplace_Total","Birthpl_Brd_NZ","Birthpl_Brd_Australia","Birthpl_Brd_Pacific_Is","Birthpl_Brd_UK_and_Ireland","Birthpl_Brd_Europe","Birthpl_Brd_North_America","Birthpl_Brd_Asia","Birthpl_Brd_MidEast_Africa","Birthpl_Brd_Other","Birthpl_Brd_Total_stated","Birthpl_Brd_NEI","Birthpl_Brd_Total","ArrivalNZ_Less_one_year_OB","ArrivalNZ_1_year_OB","ArrivalNZ_2_years_OB","ArrivalNZ_3_years_OB","ArrivalNZ_4_years_OB","ArrivalNZ_5_9_years_OB","ArrivalNZ_10_19_years_OB","ArrivalNZ_20_years_more_OB","ArrivalNZ_Total_stated_OB","ArrivalNZ_NEI_OB","ArrivalNZ_Total_OB","Ethnicity_L1_European","Ethnicity_L1_Maori","Ethnicity_L1_Pacific_Ppls","Ethnicity_L1_Asian","Ethnicity_L1_MELAA","Ethnicity_L1_Other","Ethnicity_L2_New_Zealander","Ethnicity_L2_Other_nec","Ethnicity_L1_Total_stated","Ethnicity_L1_NEI","Ethnicity_Total","Languages_English","Languages_Maori","Languages_Samoan","Languages_NZ_Sign_Language","Languages_Other","Languages_None","Languages_Total_stated","Languages_NEI","Languages_Total","Maori_Maori_descent","Maori_No_Maori_descent","Maori_Dont_know","Maori_Total_stated","Maori_NEI","Maori_Total"
"7022090",120,126,114,0,6,120,54,69,120,12,3,3,6,9,9,9,15,9,9,6,3,6,6,6,3,0,0,120,36.4,15,27,60,18,120,3,6,3,3,3,3,3,3,6,6,3,6,6,6,6,9,3,6,3,6,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,0,54,69,120,36.8,36.2,36.4,21,36,21,6,12,15,114,6,120,45,42,12,3,0,102,18,120,90,15,6,3,0,114,6,120,87,33,120,3,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,0,0,3,9,18,33,0,33,78,21,15,30,9,3,3,0,120,0,120,111,6,3,3,39,6,120,0,120,24,96,0,120,0,120
"7020838",159,159,138,9,12,159,75,87,159,6,12,9,15,18,9,3,6,12,12,24,15,6,3,6,0,0,0,159,38.7,24,45,75,12,159,0,3,3,9,6,3,6,9,6,15,6,3,0,0,3,3,3,6,6,6,12,12,6,9,6,0,0,3,3,3,0,0,0,3,0,0,75,87,159,40.2,36.2,38.7,18,27,42,21,15,12,138,21,159,78,48,6,6,0,132,27,159,120,12,3,3,0,138,21,159,126,27,153,6,159,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,3,0,3,3,15,27,0,27,150,9,9,6,0,3,3,0,159,0,159,156,0,0,0,15,3,159,0,159,12,141,6,159,0,159
"7021146",0,0,-999,-999,-999,0,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0
"7021694",273,270,255,3,12,273,135,138,273,15,18,9,24,15,24,21,24,24,27,12,15,15,12,12,3,3,0,273,38,42,63,135,33,273,12,6,6,12,6,0,15,9,12,6,9,15,9,9,12,12,12,12,9,18,6,6,9,9,9,6,6,6,6,6,0,3,3,0,0,0,135,138,273,37.5,38.6,38,42,78,75,18,36,9,255,18,273,72,114,15,33,0,234,39,273,210,27,6,9,0,252,21,273,162,108,270,3,273,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,9,6,3,9,12,21,39,105,0,108,177,15,6,84,12,3,3,0,273,0,273,261,6,6,0,72,6,273,0,273,15,255,3,273,0,273
"7021729",120,117,105,0,12,120,54,66,120,9,6,3,0,9,9,6,6,6,9,12,9,12,9,6,0,3,0,120,46.2,15,21,63,15,120,3,3,0,3,0,3,0,0,6,6,3,3,3,3,3,3,3,3,6,3,6,6,3,9,9,3,3,6,0,3,0,0,0,3,0,0,54,66,120,47.4,42.8,46.2,18,48,24,18,0,0,105,12,120,33,45,9,12,0,99,18,120,78,15,3,6,0,105,12,120,75,45,120,0,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,3,3,0,6,9,9,45,0,45,84,6,0,33,0,3,0,0,120,0,120,108,0,0,0,33,3,120,0,120,6,111,0,120,0,120
"7021905",153,150,135,6,12,153,75,78,153,9,18,12,9,3,9,18,9,15,12,12,18,3,3,3,0,0,0,153,36.1,39,18,87,9,153,6,3,9,12,0,6,3,6,0,3,6,3,6,12,6,6,6,6,9,3,6,6,9,6,3,0,3,3,3,0,0,0,0,0,0,0,75,78,153,40.8,32.4,36.1,9,60,24,15,18,3,132,21,153,57,69,9,9,0,144,9,153,120,9,0,6,0,135,21,153,111,42,153,0,153,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,6,0,3,6,12,12,42,0,42,126,21,6,21,3,0,0,0,153,0,153,147,0,0,3,24,6,153,0,153,21,129,6,153,0,153
"7021908",132,126,126,3,6,132,63,72,132,0,3,15,9,6,9,12,3,9,18,18,9,9,6,3,3,0,0,132,45.1,18,24,75,15,132,0,0,0,3,9,6,3,9,3,3,6,3,6,6,3,3,3,3,9,9,9,9,6,3,3,9,6,0,0,3,0,0,0,0,3,0,63,72,132,46.8,43,45.1,12,30,18,21,33,9,123,9,132,75,45,0,6,0,126,9,132,111,9,0,0,0,126,9,132,105,27,129,3,132,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,0,0,0,3,15,27,0,27,111,12,6,24,3,0,0,0,132,0,132,126,3,3,0,27,0,132,0,132,15,120,0,132,0,132
"7021999",216,210,186,6,24,216,117,99,216,12,9,6,12,6,18,15,18,21,15,21,24,9,9,9,6,3,0,216,41.4,30,36,123,27,216,6,6,3,9,3,3,9,6,3,6,9,9,6,9,9,12,12,12,9,6,15,6,18,6,3,6,6,0,6,6,3,0,3,0,0,0,117,99,216,47.1,38,41.4,48,63,30,12,18,6,177,39,216,63,63,12,33,0,171,45,216,135,24,3,21,0,183,33,216,126,87,213,3,216,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,12,6,3,6,3,21,12,21,87,0,87,96,30,30,45,27,3,0,3,216,0,216,192,6,21,0,48,3,216,0,216,42,171,3,216,0,216
"7022056",87,90,78,6,6,87,42,45,87,3,6,6,3,3,9,9,9,9,9,6,6,3,3,3,0,0,0,87,35.8,15,15,54,3,87,3,0,3,0,3,3,0,3,0,3,6,3,3,3,3,6,6,3,3,6,3,3,3,6,0,3,0,0,3,0,0,0,0,0,0,0,42,45,87,33.9,36.4,35.8,9,24,18,15,12,3,78,12,87,42,18,3,6,0,69,18,87,69,9,0,0,0,75,12,87,60,27,87,0,87,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,3,3,3,6,12,27,0,27,78,0,0,9,3,0,0,0,87,0,87,87,0,0,0,18,3,87,0,87,9,75,0,87,0,87
"7022137",165,165,138,12,18,165,81,87,165,15,15,6,6,9,18,12,24,6,9,9,6,6,12,3,3,3,3,165,34.2,39,33,69,24,165,9,9,6,9,6,3,3,3,3,6,9,9,6,9,12,12,3,6,3,6,3,3,0,6,3,3,6,6,3,3,0,3,0,0,0,0,81,87,165,33.6,34.9,34.2,39,36,27,6,15,9,132,30,165,51,57,15,15,0,138,27,165,96,33,0,6,0,135,30,165,102,63,162,3,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,3,0,3,9,18,18,63,3,63,81,21,27,48,12,0,0,0,165,0,165,147,6,9,0,45,6,165,0,165,30,135,0,165,0,165
"7022170",201,201,186,9,3,201,96,105,201,12,15,18,15,18,6,9,6,18,15,21,12,9,6,6,3,3,9,201,40.8,45,36,93,27,201,6,6,6,6,12,9,3,12,12,6,0,6,3,6,3,3,9,9,3,9,9,12,6,6,6,3,3,6,6,3,0,3,0,0,3,6,96,105,201,42,40.5,40.8,30,51,42,21,33,12,183,15,201,105,51,12,15,0,180,21,201,159,15,3,9,0,186,15,201,141,54,198,3,201,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,6,0,3,0,15,21,54,0,54,186,21,3,18,3,0,0,0,201,0,201,195,9,0,3,30,3,201,0,201,21,174,3,201,0,201
"7020836",138,141,111,3,21,138,75,63,138,9,9,9,3,3,12,15,18,9,9,12,9,6,9,3,3,0,3,138,37.4,27,15,78,18,138,6,3,9,0,6,3,3,0,0,0,6,3,6,9,12,9,6,3,6,6,6,9,6,3,3,6,6,6,0,0,0,3,0,0,0,3,75,63,138,36.3,39,37.4,21,36,21,6,15,6,111,30,138,48,57,9,3,0,120,18,138,87,21,3,0,0,111,27,138,108,30,138,0,138,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,6,12,12,30,0,30,123,15,0,0,3,6,6,3,138,0,138,132,6,0,0,18,6,138,0,138,18,120,3,138,0,138
"7020834",54,51,48,3,3,54,27,27,54,6,0,6,3,6,3,3,0,3,6,6,3,3,3,3,0,0,0,54,30.8,15,12,24,3,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,27,54,27.3,32.2,30.8,21,12,6,3,6,0,48,6,54,12,21,6,9,0,48,6,54,27,12,0,0,6,48,6,54,33,18,51,3,54,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,18,51,12,0,0,0,0,0,0,54,0,54,51,0,0,0,9,3,54,0,54,9,42,0,54,0,54
"7020835",141,144,129,3,12,141,75,69,141,6,6,6,6,9,6,6,6,6,18,15,21,12,9,6,6,6,3,141,49.1,18,21,81,24,141,0,6,6,0,3,3,0,3,6,3,3,3,6,0,0,6,3,3,6,9,9,6,9,12,9,3,0,9,3,0,3,0,0,3,3,0,75,69,141,48.4,49.4,49.1,18,30,27,6,27,15,129,15,141,66,54,6,9,0,132,9,141,108,12,0,3,0,123,18,141,111,30,141,0,141,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,0,3,6,9,9,30,0,30,126,30,0,6,0,3,3,0,141,0,141,138,9,0,3,15,3,141,0,141,30,108,3,141,0,141
"7020837",201,192,174,6,21,201,105,96,201,6,9,18,15,12,12,6,12,12,21,21,21,18,15,6,3,3,3,201,45.4,30,39,111,24,201,6,3,6,6,6,12,3,9,9,3,9,6,6,3,3,6,6,6,15,9,12,9,12,9,3,12,6,6,6,0,3,0,0,3,3,0,105,96,201,45.7,45.2,45.4,27,45,30,21,36,12,174,30,201,96,60,6,3,0,168,36,201,147,24,3,3,0,171,30,201,153,48,201,3,201,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,0,0,9,15,18,48,0,48,180,21,3,15,0,3,3,0,201,0,201,201,6,0,0,27,3,201,0,201,24,177,3,201,0,201
"7020839",114,111,102,3,9,114,51,63,114,3,3,21,9,3,3,6,6,6,15,15,15,6,6,3,3,3,0,114,46.5,21,15,63,15,114,0,3,3,0,6,12,3,6,0,0,3,0,0,3,3,0,3,3,6,9,6,6,6,9,3,3,6,3,3,0,3,3,0,3,0,0,51,63,114,47.1,46.2,46.5,0,12,27,21,27,9,102,12,114,48,51,3,0,0,102,9,114,99,0,0,0,0,102,12,114,105,6,111,0,114,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-999,-999,-999,-999,-999,-999,-999,6,6,-999,6,111,6,0,0,0,0,0,0,114,0,114,114,0,0,0,0,0,114,0,114,9,102,6,114,0,114
"7020840",141,141,132,0,6,141,69,72,141,3,9,9,18,6,0,6,6,15,21,9,9,9,6,0,3,3,3,141,43.3,21,27,78,18,141,3,3,3,6,3,3,9,12,3,3,0,0,3,6,3,3,9,6,9,12,3,6,6,6,6,3,3,3,0,0,0,3,3,3,3,3,69,72,141,44.9,40.5,43.3,15,51,15,30,12,6,132,9,141,57,72,3,0,0,132,9,141,117,12,0,0,0,135,9,141,105,36,141,0,141,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,9,9,21,36,0,36,135,9,6,3,0,3,3,0,141,0,141,141,0,3,0,12,0,141,0,141,9,135,0,141,0,141
"7020841",198,201,183,0,15,198,87,111,198,18,30,15,12,3,6,24,30,18,15,9,6,3,6,3,0,0,0,198,33.4,60,21,108,12,198,9,9,12,15,3,12,6,6,3,3,3,3,9,15,15,15,6,9,9,6,6,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,87,111,198,35.4,32.4,33.4,51,75,54,0,0,0,180,15,198,42,105,18,21,0,186,12,198,129,45,3,6,0,180,15,198,105,93,198,0,198,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,6,9,6,3,21,21,27,93,0,93,102,15,0,84,12,0,0,0,198,0,198,189,0,0,0,66,0,198,0,198,18,180,0,198,0,198
"7020842",138,135,135,3,3,138,81,60,138,9,18,9,12,3,9,9,6,15,21,9,6,3,0,3,0,0,0,138,36.5,33,27,72,6,138,6,6,9,6,9,3,9,6,3,0,9,0,6,6,6,3,6,6,9,9,6,6,3,3,3,0,0,0,3,0,0,0,0,0,0,0,81,60,138,29.8,43,36.5,30,48,18,21,18,3,132,9,138,48,51,9,21,0,126,12,138,105,24,0,3,0,135,6,138,72,72,138,0,138,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,9,9,0,6,9,21,18,72,0,72,66,3,6,66,0,3,3,0,138,0,138,135,0,6,0,54,3,138,0,138,6,135,0,138,0,138
"7020843",120,120,114,0,3,120,60,60,120,3,6,6,18,9,9,6,9,6,6,18,12,6,3,0,3,0,0,120,35.2,15,36,63,6,120,3,0,3,3,0,6,6,9,9,0,3,6,0,6,9,3,3,3,3,3,9,6,6,6,3,6,3,0,0,0,0,0,0,0,0,0,60,60,120,36.5,33.7,35.2,15,33,24,15,33,0,114,3,120,63,36,3,6,0,108,12,120,99,12,0,6,0,114,3,120,69,48,117,3,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,3,0,15,27,48,0,48,75,12,0,48,0,3,3,0,120,0,120,120,0,0,0,42,0,120,0,120,12,105,0,120,0,120
"7020844",162,162,156,0,6,162,81,81,162,18,9,6,12,9,6,15,18,9,12,15,6,6,9,3,3,3,0,162,35.1,33,30,81,18,162,12,6,6,6,6,3,6,9,6,0,0,6,9,6,9,9,3,6,6,3,9,6,0,6,0,3,6,3,0,0,0,3,0,3,0,0,81,81,162,32.6,37.2,35.1,18,66,30,12,27,0,153,9,162,66,54,18,12,0,153,9,162,135,12,3,0,0,150,9,162,84,81,162,0,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,6,3,9,3,15,21,21,81,0,81,93,6,0,66,3,0,0,0,162,0,162,150,0,0,0,54,9,162,0,162,6,153,3,162,0,162
"7020845",174,171,171,3,3,174,84,90,174,12,15,9,15,12,3,18,21,15,18,15,6,6,6,0,3,3,0,174,36.9,36,30,93,12,174,6,6,6,9,6,3,6,9,3,6,3,3,6,9,12,12,9,6,6,9,6,9,3,0,3,3,6,3,0,0,3,0,0,3,0,0,84,90,174,37.8,34,36.9,24,81,42,18,3,0,168,6,174,57,81,12,12,0,165,12,174,144,18,3,6,0,171,6,174,87,90,174,0,174,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,6,3,0,21,42,12,90,0,90,87,9,3,75,9,3,3,0,174,0,174,162,3,0,0,69,9,174,0,174,18,153,0,174,0,174
"7020846",192,189,177,9,3,192,93,102,192,12,9,12,12,12,21,12,18,18,12,12,15,6,12,9,6,3,3,192,37.6,27,42,90,30,192,6,6,3,6,3,6,6,6,3,9,15,6,6,6,9,6,9,9,3,6,6,3,6,9,3,3,9,6,0,6,3,3,0,3,3,0,93,102,192,38.2,37.1,37.6,33,54,27,12,30,18,177,18,192,81,72,12,6,0,168,24,192,135,30,3,3,0,174,18,192,132,60,192,0,192,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,0,3,9,24,18,60,0,60,129,12,15,48,6,0,0,0,192,0,192,186,12,0,3,42,3,192,0,192,18,171,3,192,0,192
"7020847",216,219,192,15,6,216,105,111,216,12,18,18,9,12,9,12,9,15,21,12,21,18,12,6,3,6,0,216,43.6,45,33,111,27,216,9,3,6,9,9,9,6,3,6,6,3,6,6,9,6,6,6,9,9,12,3,6,9,6,9,12,6,6,3,3,0,3,3,0,3,0,105,111,216,43.8,43.5,43.6,21,42,33,33,57,6,192,24,216,123,39,12,18,0,189,27,216,171,15,0,6,0,192,24,216,129,87,216,0,216,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,0,0,6,9,15,18,36,87,0,87,132,6,6,78,3,0,0,0,216,0,216,210,0,0,0,66,0,216,0,216,9,207,3,216,0,216
"7020848",165,165,156,6,6,165,81,84,165,9,15,12,9,3,9,12,15,9,15,15,12,6,12,6,0,0,3,165,39.3,39,21,81,24,165,6,3,9,9,3,9,3,3,0,0,3,3,3,6,6,9,3,3,3,6,9,6,6,3,3,3,6,6,3,3,0,0,0,0,0,3,81,84,165,38.1,40.4,39.3,27,54,27,24,15,3,147,15,165,57,60,9,15,0,141,24,165,123,21,0,3,0,147,15,165,87,78,165,0,165,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,3,6,12,24,30,75,0,78,96,15,18,45,6,0,0,3,165,0,165,156,3,9,0,54,3,165,0,165,18,147,0,165,0,165
"7020849",195,186,180,12,3,195,102,93,195,15,12,15,6,12,21,15,12,18,12,12,12,6,6,9,3,0,3,195,35.6,42,36,90,24,195,6,9,12,3,6,9,3,3,3,6,9,9,6,9,9,3,9,9,6,6,6,6,6,9,3,0,3,3,3,6,3,3,0,0,3,3,102,93,195,35,38.5,35.6,39,39,48,27,15,12,180,15,195,105,57,15,12,0,189,3,195,141,27,3,9,0,177,15,195,135,60,192,3,195,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,0,3,0,0,6,21,21,60,0,60,138,12,24,36,3,6,6,0,195,0,195,177,3,0,0,36,6,195,0,195,12,174,3,195,0,195
"7020850",198,198,189,3,6,198,99,99,198,21,18,18,15,6,9,12,24,18,21,18,9,6,3,6,0,3,6,198,36.4,54,30,99,15,198,12,6,6,9,6,9,9,6,6,3,6,3,3,6,12,12,6,9,9,12,12,6,6,6,3,3,0,0,3,3,0,0,3,3,0,3,99,99,198,35.2,38.2,36.4,15,69,33,30,30,12,186,9,198,87,66,21,9,0,186,12,198,171,9,3,0,0,186,9,198,129,69,198,0,198,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,6,0,0,12,18,24,69,0,69,138,15,9,63,3,6,6,0,198,0,198,192,0,3,0,54,6,198,0,198,18,180,0,198,0,198
"7020851",387,402,360,12,12,387,198,189,387,39,54,36,30,6,9,30,45,39,39,24,9,12,0,3,3,3,0,387,33.7,126,51,201,12,387,18,21,30,24,21,15,21,12,6,0,6,9,9,21,24,24,15,21,18,18,15,12,0,6,6,6,0,0,0,0,0,3,0,0,0,0,198,189,387,30.2,34.7,33.7,63,207,51,33,0,0,357,30,387,75,195,39,39,0,351,36,387,294,54,3,6,0,360,27,387,207,177,384,0,387,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,9,15,3,12,27,63,45,177,0,177,201,12,12,174,3,0,0,0,387,0,387,351,0,3,0,162,12,387,0,387,24,357,9,387,0,387
"7020852",108,108,102,6,3,108,57,51,108,9,12,9,9,3,9,6,9,9,15,6,12,0,3,0,3,0,0,108,32.7,27,21,57,3,108,6,3,3,6,6,6,6,3,3,0,3,6,6,3,3,6,3,3,6,6,3,3,6,6,0,0,3,0,0,0,0,3,0,0,0,0,57,51,108,30.6,35.4,32.7,18,33,24,27,0,0,102,6,108,51,30,9,12,0,99,9,108,84,12,3,3,0,102,6,108,51,57,108,0,108,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,0,3,0,12,18,15,57,0,57,57,0,3,51,0,0,0,0,108,0,108,99,0,0,0,42,6,108,0,108,3,102,3,108,0,108
"7020853",135,135,126,3,9,135,69,69,135,6,15,18,6,9,6,15,9,15,12,9,3,6,3,0,0,0,0,135,34,39,21,72,6,135,6,3,6,9,6,9,3,3,6,3,0,3,6,6,6,6,6,9,6,6,6,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,69,69,135,34.2,33.9,34,21,30,60,12,0,0,126,12,135,69,36,6,12,0,123,15,135,105,18,0,3,0,126,12,135,69,66,135,0,135,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,3,0,3,9,33,9,66,0,66,87,6,0,48,0,3,3,0,135,0,135,135,3,0,0,48,0,135,0,135,3,132,3,135,0,135
"7020854",114,114,108,0,6,114,54,60,114,9,15,9,6,3,6,12,18,9,6,9,6,3,3,0,0,0,0,114,32,33,15,63,3,114,3,6,9,6,3,6,3,3,3,0,3,6,6,6,6,12,6,3,3,6,3,6,3,3,0,0,3,3,0,0,0,0,0,0,0,0,54,60,114,33.6,30.7,32,24,57,12,12,9,0,108,6,114,30,36,9,27,0,102,12,114,87,12,0,9,0,108,6,114,48,63,114,0,114,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,12,0,9,6,12,12,12,63,0,63,57,6,0,54,0,3,3,0,114,0,114,111,3,0,0,54,3,114,0,114,3,111,0,114,0,114
"7020855",174,168,162,3,6,174,84,90,174,9,18,18,12,6,9,3,18,18,15,15,6,12,9,3,6,0,0,174,38,45,27,87,18,174,3,6,12,6,9,9,6,6,3,3,0,6,3,3,9,9,6,9,9,9,6,9,6,0,3,6,3,6,0,3,3,0,0,0,0,0,84,90,174,37.8,37.6,38,12,42,66,30,12,0,162,15,174,102,36,9,21,0,168,6,174,150,6,0,6,0,162,15,174,90,87,174,0,174,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,12,3,0,18,15,30,84,0,87,96,6,3,75,6,0,0,0,174,0,174,162,6,0,0,72,0,174,0,174,9,168,0,174,0,174
"7020856",240,246,228,9,6,240,126,114,240,24,27,12,18,12,9,15,27,15,12,30,21,9,9,6,0,0,0,240,36.3,60,36,129,15,240,12,9,12,15,3,12,15,3,9,3,3,3,6,9,12,15,9,9,6,6,12,15,12,9,6,3,3,6,3,0,0,0,0,0,0,0,126,114,240,35.3,38.5,36.3,39,126,24,9,33,0,228,12,240,51,123,24,21,0,222,21,240,180,36,3,9,0,228,12,240,132,108,240,3,240,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,3,6,0,3,24,39,21,105,0,108,108,9,0,138,0,6,6,0,240,0,240,219,3,0,0,102,6,240,0,240,12,225,3,240,0,240
"7020857",123,126,111,6,6,123,51,72,123,6,9,15,12,9,9,3,6,9,12,18,6,6,0,3,3,3,0,123,35.5,30,24,63,6,123,3,6,3,6,6,9,3,9,6,3,3,3,0,3,3,3,3,6,6,9,9,9,3,3,3,3,0,0,0,0,0,3,3,0,0,0,51,72,123,35.3,35.5,35.5,9,51,18,18,18,0,111,9,123,42,42,6,18,0,108,15,123,99,12,0,3,0,111,9,123,63,57,123,0,123,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,0,12,6,6,18,18,57,0,57,69,6,0,54,0,3,3,0,123,0,123,114,6,0,0,39,0,123,0,123,9,114,0,123,0,123
"7020858",210,213,195,6,9,210,102,105,210,9,18,18,18,6,6,12,9,15,21,18,9,15,12,6,6,3,3,210,40.9,45,30,99,30,210,6,3,12,6,9,9,6,12,3,3,6,3,6,9,3,6,6,9,9,12,9,12,3,6,9,9,9,3,0,6,3,3,3,0,3,0,102,105,210,38.6,42.1,40.9,24,60,36,39,27,0,192,18,210,102,63,9,15,0,192,18,210,168,15,3,6,0,195,15,210,105,102,210,0,210,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,9,0,0,3,6,36,45,102,0,102,108,6,3,96,0,0,0,0,210,0,210,186,0,3,0,84,3,210,0,210,9,192,6,210,0,210
