"SA12018_V1_00","CURPop","CNPop","UnitRecDataSrce_IndForm","UnitRecDataSrce_HhldList","UnitRecDataSrce_AdminEnum","UnitRecDataSrce_Total","Sex_Male","Sex_Female","Sex_Total","Age5year_0_4_years","Age5year_5_9_years","Age5year_10_14_years","Age5year_15_19_years","Age5year_20_24_years","Age5year_25_29_years","Age5year_30_34_years","Age5year_35_39_years","Age5year_40_44_years","Age5year_45_49_years","Age5year_50_54_years","Age5year_55_59_years","Age5year_60_64_years","Age5year_65_69_years","Age5year_70_74_years","Age5year_75_79_years","Age5year_80_84_years","Age5year_Over85_years","Age5year_Total","Median_Age_single_year","Agelifecyclegroup_Under15","Agelifecyclegroup_15_29","Agelifecyclegroup_30_64","Agelifecyclegroup_Over65","Agelifecyclegroup_Total","0_4_years_Male","0_4_years_Female","5_9_years_Male","5_9_years_Female","10_14_years_Male","10_14_years_Female","15_19_years_Male","15_19_years_Female","20_24_years_Male","20_24_years_Female","25_29_years_Male","25_29_years_Female","30_34_years_Male","30_34_years_Female","35_39_years_Male","35_39_years_Female","40_44_years_Male","40_44_years_Female","45_49_years_Male","45_49_years_Female","50_54_years_Male","50_54_years_Female","55_59_years_Male","55_59_years_Female","60_64_years_Male","60_64_years_Female","65_69_years_Male","65_69_years_Female","70_74_years_Male","70_74_years_Female","75_79_years_Male","75_79_years_Female","80_84_years_Male","80_84_years_Female","Over85_Male","Over85_Female","Total_Male","Total_Female","Male_Female_Total","Median_Age_Male","Median_Age_Female","Median_Age_Total","Years_at_UR_0_years","Years_at_UR_1_4_years","Years_at_UR_5_9_years","Years_at_UR_10_14_years","Years_at_UR_15_29_years","Years_at_UR_Over30_years","Years_at_UR_Total_stated","Years_at_UR_NEI","Years_at_UR_Total","UR_5yr_ago_Same","UR_5yr_ago_ElsewhereNZ","UR_5yr_ago_Not_born","UR_5yr_ago_Overseas","UR_5yr_ago_No_fixed_abode","UR_5yr_ago_Total_stated","UR_5yr_ago_NEI","UR_5yr_ago_Total","UR_1yr_ago_Same","UR_1yr_ago_ElsewhereNZ","UR_1yr_ago_Not_born","UR_1yr_ago_Overseas","UR_1yr_ago_No_fixed_abode","UR_1yr_ago_Total_stated","UR_1yr_ago_NEI","UR_1yr_ago_Total","Birthplace_NZ","Birthplace_Overseas","Birthplace_Total_stated","Birthplace_NEI","Birthplace_Total","Birthpl_Brd_NZ","Birthpl_Brd_Australia","Birthpl_Brd_Pacific_Is","Birthpl_Brd_UK_and_Ireland","Birthpl_Brd_Europe","Birthpl_Brd_North_America","Birthpl_Brd_Asia","Birthpl_Brd_MidEast_Africa","Birthpl_Brd_Other","Birthpl_Brd_Total_stated","Birthpl_Brd_NEI","Birthpl_Brd_Total","ArrivalNZ_Less_one_year_OB","ArrivalNZ_1_year_OB","ArrivalNZ_2_years_OB","ArrivalNZ_3_years_OB","ArrivalNZ_4_years_OB","ArrivalNZ_5_9_years_OB","ArrivalNZ_10_19_years_OB","ArrivalNZ_20_years_more_OB","ArrivalNZ_Total_stated_OB","ArrivalNZ_NEI_OB","ArrivalNZ_Total_OB","Ethnicity_L1_European","Ethnicity_L1_Maori","Ethnicity_L1_Pacific_Ppls","Ethnicity_L1_Asian","Ethnicity_L1_MELAA","Ethnicity_L1_Other","Ethnicity_L2_New_Zealander","Ethnicity_L2_Other_nec","Ethnicity_L1_Total_stated","Ethnicity_L1_NEI","Ethnicity_Total","Languages_English","Languages_Maori","Languages_Samoan","Languages_NZ_Sign_Language","Languages_Other","Languages_None","Languages_Total_stated","Languages_NEI","Languages_Total","Maori_Maori_descent","Maori_No_Maori_descent","Maori_Dont_know","Maori_Total_stated","Maori_NEI","Maori_Total"
"7021969",189,195,162,15,12,189,81,105,189,6,12,3,12,39,33,12,12,9,12,9,9,9,6,0,0,3,0,189,28.1,21,81,72,9,189,6,6,6,6,3,3,3,6,15,24,15,21,9,6,0,12,6,3,6,3,6,6,6,3,6,3,0,0,0,0,0,0,0,0,0,0,81,105,189,29.3,27.4,28.1,60,57,21,9,9,6,162,27,189,45,84,6,15,0,150,36,189,105,48,0,3,0,159,30,189,126,54,180,6,189,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,6,3,9,12,15,54,0,54,141,15,6,33,9,3,3,3,189,0,189,183,3,0,0,51,3,189,0,189,21,165,6,189,0,189
"7021970",180,183,153,9,18,180,84,93,180,12,6,3,15,30,30,12,9,15,12,9,3,3,6,6,6,0,0,180,28.6,21,75,66,15,180,9,3,0,3,3,0,3,9,15,15,15,15,6,6,6,3,6,9,6,3,3,3,3,0,0,3,0,6,3,3,0,3,0,0,0,0,84,93,180,28.4,28.5,28.6,48,48,27,9,12,9,153,24,180,51,90,12,9,0,162,18,180,99,48,3,6,0,153,24,180,111,63,177,3,180,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,0,3,3,15,18,21,66,0,63,114,18,21,30,15,12,12,0,180,0,180,165,6,12,0,45,6,180,0,180,21,156,3,180,0,180
"7021971",126,132,114,6,3,126,51,75,126,3,3,3,3,6,18,12,12,12,12,12,6,3,6,6,3,0,0,126,40.3,9,30,69,21,126,3,0,0,3,0,3,0,3,3,3,9,9,6,6,6,3,3,6,6,9,3,9,3,3,3,3,3,3,3,3,0,3,0,0,0,0,51,75,126,36.8,41,40.3,30,39,18,9,12,6,114,12,126,45,39,3,18,0,105,21,126,81,24,0,6,0,111,15,126,69,54,123,0,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,0,3,9,12,15,57,0,54,84,6,6,24,9,6,3,0,126,0,126,117,3,6,3,48,3,126,0,126,9,117,3,126,0,126
"7021972",117,111,96,6,12,117,60,54,117,9,3,3,6,6,21,12,12,6,3,0,6,9,6,0,0,0,0,117,30.3,18,39,51,6,117,6,3,3,3,0,3,3,6,3,6,12,6,9,6,9,3,3,6,3,0,0,0,3,3,6,6,3,3,0,0,0,0,0,0,0,0,60,54,117,30.4,29.9,30.3,27,42,9,6,6,6,96,21,117,24,45,9,9,0,87,27,117,69,24,0,0,0,96,21,117,84,30,114,3,117,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,0,6,3,3,3,9,30,0,30,78,21,18,15,0,0,0,0,117,0,117,111,9,15,0,18,0,117,0,117,21,90,3,117,0,117
"7021973",147,144,117,6,24,147,72,72,147,6,3,3,0,21,18,15,9,9,9,9,15,6,12,6,0,3,3,147,35.3,15,42,69,21,147,6,3,0,3,3,3,0,0,9,9,12,6,12,6,3,6,3,3,6,6,3,6,6,6,3,3,6,3,3,3,0,0,0,3,0,3,72,72,147,32.1,38.8,35.3,45,30,9,9,18,6,114,30,147,42,48,6,24,0,120,24,147,66,36,3,6,0,114,33,147,69,72,144,3,147,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,9,3,3,3,15,27,72,0,72,72,15,15,48,6,3,3,0,147,0,147,132,6,3,0,39,3,147,0,147,18,123,3,147,0,147
"7021974",189,183,132,24,33,189,90,99,189,18,27,12,21,12,18,18,12,9,9,9,6,3,3,6,3,0,0,189,26.7,60,48,69,12,189,6,12,12,15,6,6,15,3,9,3,6,12,12,6,9,6,0,6,3,6,6,6,6,0,0,3,0,3,0,3,0,3,0,0,0,0,90,99,189,22.6,27.8,26.7,12,42,66,3,6,0,132,57,189,48,66,18,9,0,141,45,189,120,6,3,0,0,132,60,189,102,84,186,6,189,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,3,3,21,36,15,84,0,84,36,18,45,21,81,3,0,3,189,0,189,174,15,33,0,75,9,189,0,189,18,168,3,189,0,189
"7021975",99,102,90,3,6,99,51,51,99,6,3,3,6,12,3,15,9,6,9,6,9,6,3,6,0,3,0,99,36.7,9,21,57,9,99,3,0,0,3,0,3,0,6,6,6,3,0,9,6,6,0,0,6,3,3,0,6,9,3,3,6,3,3,3,0,0,0,3,0,0,0,51,51,99,37.8,36.3,36.7,18,30,12,0,18,6,87,12,99,42,36,6,9,0,90,12,99,69,15,0,6,0,90,12,99,66,33,102,3,99,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,3,0,0,6,3,15,33,0,33,60,18,15,6,6,3,3,0,99,0,99,90,6,12,3,18,3,99,0,99,15,78,3,99,0,99
"7021976",150,135,132,15,3,150,78,69,150,6,3,3,9,24,21,12,18,6,9,6,6,6,12,0,0,0,0,150,33.4,12,54,69,15,150,6,3,3,3,3,0,6,3,9,12,9,12,6,6,15,6,3,3,9,3,3,6,0,6,6,3,6,6,0,0,0,0,0,0,0,0,78,69,150,34.7,30.6,33.4,36,39,24,3,18,6,123,24,150,45,63,6,12,0,126,24,150,90,27,0,3,0,120,30,150,90,57,147,6,150,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,3,6,0,12,12,18,51,3,57,84,21,15,42,3,3,0,0,150,0,150,147,6,6,0,39,0,150,0,150,24,123,3,150,0,150
"7021977",219,216,204,6,9,219,105,114,219,12,15,12,3,30,42,24,15,21,9,12,6,6,3,3,0,3,0,219,28.7,42,78,93,9,219,6,9,9,9,3,9,3,3,18,9,24,18,6,15,6,9,12,6,3,6,3,9,3,6,3,6,3,0,0,3,0,0,3,3,0,0,105,114,219,27.5,30.3,28.7,48,87,33,9,18,6,198,21,219,54,99,12,27,0,198,21,219,156,36,3,9,0,204,15,219,123,96,216,3,219,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,6,6,3,15,27,21,93,3,96,111,18,21,42,42,6,6,3,219,0,219,201,6,12,0,78,6,219,0,219,15,201,3,219,0,219
"7021978",96,96,87,6,3,96,48,48,96,9,6,3,3,6,9,0,6,3,6,6,9,6,3,9,3,3,0,96,46.1,18,12,45,21,96,3,6,0,3,3,3,3,0,0,6,3,3,0,0,3,3,3,3,3,3,3,3,3,6,3,3,3,0,3,6,3,0,0,0,0,0,48,48,96,47.3,42.2,46.1,9,42,15,3,9,6,84,15,96,27,33,9,3,0,72,24,96,69,6,3,3,0,81,15,96,45,45,93,3,96,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,0,3,0,0,12,9,15,45,0,45,36,12,12,27,24,0,0,0,96,0,96,84,6,12,0,33,3,96,0,96,12,84,0,96,0,96
"7021979",60,57,45,3,9,60,21,36,60,0,3,0,3,12,9,3,6,3,3,0,0,0,0,3,3,0,0,60,27.2,9,27,21,6,60,-999,-999,-999,-999,-999,-999,-999,-999,6,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,36,60,25.7,27.3,27.2,18,15,6,0,3,3,42,15,60,6,39,0,3,0,51,6,60,27,18,0,0,0,45,12,60,36,21,57,0,60,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,3,6,6,6,21,0,21,39,12,0,15,0,0,0,0,60,0,60,54,3,0,0,15,0,60,0,60,12,45,0,60,0,60
"7021980",231,225,186,15,33,231,114,117,231,18,15,12,6,12,15,21,24,12,15,15,15,15,18,9,3,3,6,231,38.6,42,33,117,36,231,6,15,6,9,6,6,3,3,3,6,9,6,9,15,15,9,9,3,6,9,6,6,9,9,6,6,6,9,6,3,0,0,3,6,3,3,114,117,231,40.7,37.2,38.6,45,60,30,21,21,6,180,51,231,78,69,18,27,0,195,39,231,138,27,3,6,0,177,54,231,135,93,228,3,231,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,9,6,6,12,24,24,90,3,93,108,21,24,42,54,6,3,0,231,0,231,207,6,9,0,81,12,231,0,231,24,204,6,231,0,231
"7021981",108,105,99,6,3,108,51,57,108,12,9,3,3,15,12,9,6,12,6,6,9,3,3,0,0,0,0,108,31.1,21,30,51,3,108,6,6,9,3,3,0,3,0,3,12,6,6,3,9,3,6,6,6,3,6,3,3,6,3,0,3,3,3,0,0,0,0,0,0,0,0,51,57,108,27.7,31.8,31.1,30,36,21,0,12,3,99,12,108,33,51,12,0,0,93,15,108,69,21,0,6,0,99,9,108,87,24,108,0,108,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,9,6,9,24,0,24,102,3,3,12,0,0,0,0,108,0,108,102,3,3,0,21,3,108,0,108,3,99,6,108,0,108
"7021982",81,75,33,9,45,81,51,30,81,9,6,3,0,3,0,6,6,3,9,6,9,3,3,3,3,3,0,81,42.4,18,9,42,9,81,6,6,3,3,3,3,0,0,0,3,0,0,3,3,3,3,3,0,9,0,6,3,6,3,3,3,3,0,3,0,3,3,3,0,0,0,51,30,81,47.6,35,42.4,3,12,12,0,0,0,30,51,81,9,33,9,9,0,63,18,81,27,3,3,3,0,30,51,81,39,39,78,3,81,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,3,3,3,9,12,9,39,0,39,21,9,18,9,27,3,0,3,81,0,81,63,3,15,0,27,3,81,0,81,9,69,0,81,0,81
"7021983",282,279,255,18,9,282,147,138,282,24,18,6,6,12,18,27,27,33,18,18,18,12,12,21,6,3,3,282,40.8,48,36,153,48,282,12,9,9,9,3,3,3,3,6,6,6,12,9,15,21,9,15,21,12,6,12,6,12,6,9,3,6,6,12,9,3,6,3,0,0,3,147,138,282,43.3,38.5,40.8,36,126,66,3,6,9,246,39,282,27,129,24,27,0,204,78,282,204,30,3,9,0,246,39,282,120,156,276,6,282,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,3,3,15,36,42,51,153,0,156,111,18,24,63,72,3,3,0,282,0,282,237,9,15,3,111,9,282,0,282,18,261,3,282,0,282
"7021984",231,228,204,3,24,231,63,168,231,0,0,0,0,0,0,0,0,0,0,0,3,3,9,30,39,60,81,231,82.2,0,3,6,222,231,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,18,6,30,15,45,21,60,63,168,231,83,82.1,82.2,63,81,18,9,6,12,189,39,231,24,180,0,0,0,204,27,231,132,54,0,0,0,189,42,231,156,75,231,0,231,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,0,0,72,72,0,75,219,6,3,3,0,0,0,0,231,0,231,225,3,3,0,24,0,231,0,231,9,219,0,231,0,231
"7021985",75,75,60,3,15,75,42,36,75,6,6,0,3,21,9,0,6,3,9,6,3,0,0,3,0,0,0,75,24.5,15,33,24,3,75,3,3,3,3,0,0,3,0,6,12,6,3,0,0,3,3,3,0,6,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,42,36,75,26.6,23.7,24.5,18,15,15,6,6,3,57,18,75,24,36,6,3,0,63,12,75,39,15,0,3,0,60,15,75,54,24,75,0,75,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,3,0,6,6,9,24,0,24,63,18,3,3,3,0,0,0,75,0,75,75,6,0,0,12,0,75,0,75,21,54,3,75,0,75
"7021986",123,126,111,9,6,123,60,66,123,6,3,6,9,21,15,15,15,12,6,6,3,3,0,3,3,0,0,123,31.9,12,45,60,6,123,3,3,0,3,3,0,3,3,9,12,9,9,6,9,9,9,9,6,3,3,6,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,60,66,123,34.1,31.3,31.9,27,45,21,12,0,0,108,18,123,30,63,6,9,0,108,18,123,81,27,3,0,0,111,15,123,87,36,123,3,123,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,3,3,3,6,12,9,33,3,36,108,6,3,15,3,3,0,3,123,0,123,123,3,0,0,30,3,123,0,123,21,105,3,123,0,123
"7021987",186,177,144,15,27,186,90,96,186,12,3,6,6,27,21,15,21,9,15,15,9,9,9,0,6,3,3,186,36.6,21,54,90,18,186,6,3,0,3,3,3,3,0,12,15,12,12,6,6,9,12,3,3,6,9,9,6,6,3,3,6,6,3,0,0,0,6,0,3,3,0,90,96,186,35.6,36.9,36.6,27,48,15,21,21,9,138,45,186,57,63,12,18,0,150,36,186,111,27,3,3,0,144,45,186,102,78,180,6,186,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,3,6,9,24,27,78,0,78,102,24,27,24,27,0,0,0,186,0,186,174,6,15,3,45,6,186,0,186,24,156,6,186,0,186
"7021988",159,156,129,12,21,159,81,78,159,6,3,3,6,27,36,15,12,15,6,6,6,6,6,3,0,0,0,159,29.1,12,69,66,9,159,3,3,3,0,3,3,6,3,12,15,18,15,9,6,6,9,6,9,3,6,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,81,78,159,28.7,29.7,29.1,36,51,18,12,6,3,126,33,159,39,72,6,18,0,135,24,159,96,27,0,6,0,126,33,159,102,57,156,3,159,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,6,3,3,9,15,15,57,0,57,111,18,15,30,6,0,0,0,159,0,159,159,3,9,3,42,0,159,0,159,18,138,6,159,0,159
"7021989",111,111,105,0,9,111,63,51,111,9,9,6,3,6,12,9,12,6,12,12,6,0,3,3,3,0,3,111,35.3,21,21,57,12,111,6,3,3,6,0,3,3,3,3,3,6,3,6,3,3,6,3,3,9,3,6,6,0,3,0,0,0,3,3,0,0,3,0,0,3,0,63,51,111,35.7,35.2,35.3,27,39,12,9,12,3,105,6,111,36,39,9,24,0,105,9,111,81,18,6,3,0,105,6,111,60,51,111,0,111,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,6,3,9,3,6,6,15,51,0,51,63,12,9,39,3,3,3,0,111,0,111,105,3,0,3,39,6,111,0,111,9,99,3,111,0,111
"7021990",186,180,159,9,18,186,84,99,186,9,9,6,6,27,21,30,27,3,15,9,6,9,6,0,0,0,0,186,31.8,27,48,99,9,186,3,6,3,9,3,3,0,3,18,9,6,15,15,15,15,12,3,3,9,9,3,6,3,6,3,6,0,3,0,0,0,0,0,0,0,0,84,99,186,32,31.6,31.8,54,69,6,15,12,3,159,24,186,33,90,9,21,0,156,27,186,105,42,3,9,0,159,27,186,114,63,180,6,186,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,0,3,6,18,18,63,0,63,132,18,15,36,9,0,0,0,186,0,186,177,6,6,3,36,6,186,0,186,21,159,6,186,0,186
"7021991",186,186,156,12,18,186,87,99,186,18,9,6,3,24,15,27,18,21,12,9,9,6,3,3,3,0,0,186,34,33,42,102,9,186,9,6,3,6,0,6,3,3,15,9,3,12,12,12,9,9,12,12,3,6,6,3,6,3,3,6,3,3,0,3,3,0,0,0,0,0,87,99,186,34.5,32.9,34,45,45,24,9,27,3,153,30,186,54,84,18,9,0,162,24,186,105,33,3,12,0,156,30,186,132,51,183,6,186,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,3,3,3,0,9,9,15,48,0,51,153,15,15,21,3,3,3,0,186,0,186,174,6,6,0,36,9,186,0,186,18,162,3,186,0,186
"7021992",189,192,159,15,15,189,90,102,189,21,12,9,9,18,21,15,15,15,15,6,12,9,3,3,3,6,3,189,31.5,42,51,84,15,189,12,9,6,6,3,6,6,3,9,9,9,12,9,6,6,6,6,6,6,9,6,3,3,6,3,6,0,3,0,0,0,3,0,3,3,0,90,102,189,31.4,31.5,31.5,24,75,36,6,6,9,159,30,189,45,72,21,18,0,156,33,189,132,18,3,0,0,156,33,189,108,78,189,3,189,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,9,6,6,24,18,18,78,0,78,108,18,21,24,36,3,3,0,189,0,189,171,6,15,0,39,12,189,0,189,27,162,3,189,0,189
"7021993",210,207,186,6,15,210,99,111,210,15,6,15,12,9,24,24,9,24,18,21,12,9,0,3,3,0,0,210,34.2,39,48,117,9,210,9,6,6,3,6,9,9,6,9,3,9,12,9,15,6,6,9,15,9,9,9,12,6,6,3,3,0,0,3,0,0,3,0,0,0,0,99,111,210,32.6,36.2,34.2,45,45,30,30,27,9,186,24,210,87,63,15,9,0,177,33,210,141,33,6,6,0,189,21,210,159,48,207,3,210,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,0,0,0,3,3,18,18,48,0,48,168,27,27,15,3,0,0,0,210,0,210,198,12,12,6,33,9,210,0,210,30,174,6,210,0,210
"7021994",102,102,93,0,9,102,48,57,102,3,6,9,6,9,12,9,3,6,9,6,6,3,6,0,0,0,0,102,33.4,21,24,48,6,102,0,3,3,3,3,6,3,3,3,3,6,6,6,3,3,0,3,6,3,6,0,6,6,3,3,3,0,3,0,0,0,0,0,0,0,0,48,57,102,31,35.6,33.4,18,33,15,12,6,9,93,12,102,36,39,3,6,0,87,15,102,72,18,0,0,0,93,9,102,84,18,102,0,102,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,3,0,0,6,9,18,0,18,81,27,6,6,3,0,0,0,102,0,102,102,3,3,0,18,0,102,0,102,27,75,0,102,0,102
"7021995",126,126,120,6,3,126,63,63,126,6,9,3,9,6,18,15,15,6,9,9,6,6,6,6,0,0,3,126,33.5,18,30,63,12,126,0,6,6,6,3,0,6,6,6,0,6,12,9,6,6,9,0,3,3,6,3,6,6,3,0,3,6,3,3,3,0,0,0,0,3,0,63,63,126,33.6,33.8,33.5,30,36,15,12,18,6,120,9,126,48,33,6,30,0,114,12,126,87,24,0,6,0,117,9,126,66,54,123,6,126,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,6,6,9,3,6,12,3,15,54,0,54,81,3,6,42,3,3,3,0,126,0,126,120,0,6,0,33,3,126,0,126,3,120,0,126,0,126
"7021996",210,210,165,12,30,210,105,105,210,18,12,21,12,12,18,15,21,18,15,12,6,6,6,6,3,3,0,210,34.3,54,42,96,21,210,3,15,6,6,15,6,6,3,6,6,9,9,12,6,6,12,9,6,9,6,6,6,0,6,3,3,3,3,3,3,3,3,3,0,0,0,105,105,210,32,34.9,34.3,39,51,36,21,6,3,159,51,210,63,60,18,30,0,174,39,210,135,18,6,6,0,165,45,210,93,117,210,3,210,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,9,9,3,6,6,27,27,21,114,3,117,57,27,24,63,48,3,3,0,210,0,210,177,9,12,3,87,9,210,0,210,30,174,6,210,0,210
"7021997",222,219,204,6,12,222,114,105,222,12,12,9,12,21,30,24,30,21,15,3,9,9,6,6,3,0,3,222,33.3,33,63,111,15,222,9,6,9,3,6,3,9,3,9,12,18,15,9,15,15,15,6,15,9,6,0,3,3,3,6,6,3,3,6,0,0,3,0,0,3,0,114,105,222,30.6,34.8,33.3,39,87,30,9,27,15,201,18,222,63,99,12,15,0,192,33,222,165,27,6,6,0,204,18,222,162,54,219,6,222,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,6,6,0,12,9,18,54,0,54,183,27,18,27,3,6,3,0,222,0,222,213,6,9,0,39,6,222,0,222,27,192,3,222,0,222
"7021998",138,141,120,12,6,138,66,75,138,9,15,6,9,9,12,6,18,12,9,9,6,9,9,3,3,0,0,138,35.7,30,30,63,15,138,3,6,9,6,3,0,6,6,3,9,3,6,3,0,6,9,6,6,6,3,3,6,3,3,0,6,6,3,3,0,3,0,0,0,0,0,66,75,138,35.6,35.5,35.7,24,21,39,15,12,9,120,15,138,72,33,9,6,0,120,21,138,99,15,3,6,0,120,18,138,102,30,132,6,138,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,6,6,12,30,0,30,114,21,15,3,9,0,0,0,138,0,138,132,0,3,0,18,6,138,0,138,21,117,3,138,0,138
"7022000",135,129,129,6,3,135,72,63,135,12,12,15,3,12,12,9,12,15,9,12,6,0,3,0,0,0,0,135,32.7,36,27,66,3,135,6,3,6,3,9,6,3,3,6,6,6,6,0,9,9,3,6,6,6,6,9,9,6,0,0,0,3,3,0,0,0,0,0,0,0,0,72,63,135,29.8,33.3,32.7,30,30,24,15,27,3,126,9,135,60,36,12,6,0,114,18,135,93,27,3,3,0,129,9,135,96,36,135,3,135,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,3,3,0,3,3,9,18,36,0,36,123,9,9,9,3,0,0,0,135,0,135,132,0,3,0,24,6,135,0,135,9,123,3,135,0,135
"7022001",78,75,69,3,6,78,39,39,78,6,3,6,6,6,6,3,3,9,6,6,6,0,3,0,0,0,0,78,38.6,15,18,42,6,78,3,0,0,0,3,3,6,0,3,3,3,6,0,3,0,0,6,3,3,6,3,6,3,6,3,3,0,0,0,0,0,0,0,0,0,0,39,39,78,33.4,40.3,38.6,6,24,12,6,15,6,69,12,78,36,24,6,0,0,69,9,78,63,3,0,3,0,69,12,78,57,18,78,3,78,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-999,-999,-999,-999,-999,-999,-999,12,18,-999,18,69,6,3,3,0,3,3,0,78,0,78,78,3,0,3,12,0,78,0,78,6,69,3,78,0,78
"7022002",162,159,147,3,9,162,63,96,162,9,9,3,9,15,15,15,9,9,15,12,9,6,12,6,3,3,0,162,37.3,24,36,75,24,162,0,9,3,9,3,3,3,9,6,9,6,9,6,9,6,3,0,9,6,9,3,9,3,6,0,6,9,3,3,3,3,0,3,0,0,0,63,96,162,38.1,35.2,37.3,42,33,24,9,21,18,144,15,162,69,42,9,12,0,135,24,162,108,27,3,12,0,150,12,162,111,48,159,0,162,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,3,0,6,0,6,12,12,45,0,48,156,15,0,6,3,3,3,0,162,0,162,156,3,0,0,21,3,162,0,162,12,138,6,162,0,162
"7022003",141,138,132,3,6,141,60,78,141,6,9,15,6,12,15,9,9,6,3,12,9,6,6,3,9,3,3,141,31.8,30,36,57,18,141,3,3,6,6,6,6,3,6,6,9,9,9,6,6,3,6,6,3,3,3,6,6,3,6,0,6,3,0,0,3,3,6,3,0,0,3,60,78,141,31.6,31.8,31.8,18,27,33,18,18,9,126,12,141,75,33,6,15,0,126,15,141,99,15,0,9,0,126,15,141,93,42,138,3,141,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,3,9,3,0,0,3,9,15,42,0,42,102,24,18,6,9,6,6,0,141,0,141,132,12,15,3,12,0,141,0,141,24,114,0,141,0,141
"7022004",111,105,102,0,3,111,60,51,111,9,15,9,6,3,6,6,9,12,6,6,12,0,6,0,0,0,0,111,33,36,15,48,9,111,6,3,9,9,6,3,3,0,3,0,6,3,3,3,6,3,3,6,6,0,3,6,3,6,0,0,3,3,3,3,0,0,0,0,0,0,60,51,111,26.7,38,33,6,36,24,18,15,3,102,6,111,54,24,9,6,0,93,12,111,93,6,3,0,0,102,6,111,84,21,108,0,111,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,6,0,0,3,3,3,9,21,0,21,111,6,0,0,0,0,0,0,111,0,111,105,3,0,6,12,6,111,0,111,6,99,0,111,0,111
"7022005",120,123,105,9,6,120,60,60,120,6,9,12,6,9,9,9,18,6,9,3,6,9,6,3,0,0,0,120,34.3,27,24,63,9,120,3,3,3,6,6,6,6,0,6,6,6,6,6,3,6,9,3,3,6,6,3,3,3,3,6,6,0,3,3,0,0,0,0,0,0,0,60,60,120,32.1,35.6,34.3,21,18,15,15,27,12,105,18,120,69,39,6,0,0,114,9,120,84,18,0,0,0,102,18,120,90,27,117,3,120,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,-998,0,0,0,0,0,3,9,15,27,0,27,114,15,3,6,0,0,0,0,120,0,120,120,6,0,3,12,3,120,0,120,21,99,3,120,0,120
